context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A teacher is typically described as a,support,34,561,0.5397609174953449,0.22901428141631186,0.8872693288139999,0.0007416841525549147,6.215681508631166e-05,0.01391241325443858,0.0016666627788158828,0.02291853883758223,0.003139245728194351,0.013837481584302841,0.005132605184536598,0.008919878267870095,0.006528984481651747,0.007707230146564102,0.0067135294190959855,0.00901249389794118,0.007207889342362615,0.01016642341406567,0.008619963126908955,0.012255194170747602,0.010545156557223693,0.01131723097267808,0.014170131863508262,0.01364905151206416,0.019434940491591945,0.01529192575894114,0.024714518313936527,0.017633735225880527,0.03311160230261517,0.018506779979978,0.03974456055016051,0.020162338948649938,0.04814730190062367,0.019236095075299005,0.05809142068911533,0.021334176501202833,0.0676501754529804,0.023703020746904394,0.07174569002069947,0.03169865520740318,0.07710826428458085,0.03790426417175595,0.08502404917773732,0.042473260082758875,0.08168232658176496,0.03535696053990102,0.07340045579886734,0.038356864174006716,0.06663940847520772,0.05484905327918442,0.07120875652006442,0.21331223476866698,0.11750357215306559
A babysitter is typically described as a,support,35,595,0.5904803322723634,0.37718426529318094,0.9179473542608321,0.0006435279712957531,6.419899862851583e-05,0.013527093290765672,0.0016666502783476255,0.020390519422958407,0.00280578110706147,0.015034731595964478,0.0046410548814809814,0.009767017771436,0.005973294357653766,0.00819373637890373,0.006312410414680545,0.007907371941748885,0.006718271706984053,0.00993759233034103,0.007946047514694061,0.012919564151305046,0.009697806922431978,0.010763062399353467,0.0123085643098836,0.013232523007463609,0.01705723127082782,0.013830167685683136,0.02226333757668599,0.015438416893185846,0.030667104928741758,0.015993871387196018,0.037806487792158054,0.016850229017957366,0.04637063137764692,0.0148359997866887,0.05676634418730754,0.017876275739343223,0.06576098760072177,0.01966395116079074,0.07049257824228868,0.026984581790109097,0.0746493720681561,0.036072347000513656,0.08383865057014575,0.038539113490676645,0.0810110377194654,0.029151489277936832,0.07254652178510924,0.02629213777586023,0.059091235445474184,0.03240634242526962,0.048795551940168,0.1792235383555357,0.0961154952326985
"In many workplaces, a nurse is seen as a",support,38,703,0.5849792528689415,0.26113902451470494,0.9321994523052126,0.0008421010901632932,5.318810616382268e-05,0.013857540079168996,0.0015497340990500387,0.02066248001858151,0.002886268372098237,0.014539903223324315,0.00480028475172186,0.013947608238279265,0.005629009385390784,0.011221231522914961,0.005980180658126566,0.011681351239309025,0.006339373764444066,0.012889033337586342,0.007839852009043174,0.015024662317142477,0.009362801777021704,0.013728791336901615,0.012197631500637702,0.016897258776842262,0.01672743789061656,0.019405994936062456,0.020577677559532354,0.02277558624088453,0.02683136637325622,0.0237942542530863,0.032617965826748085,0.025675613927880384,0.03985356321886529,0.023089862621039223,0.04753212000629749,0.022357118982927405,0.05480071302290773,0.02539696747257036,0.05809756250626415,0.03401928009067935,0.06404132291587065,0.039063288659981966,0.07370840269690528,0.04039076983683086,0.07328477105243067,0.02875362791622455,0.06666841100237912,0.027281318753934275,0.0555296046676205,0.03015328938983264,0.0463262272611698,0.20866722073320196,0.10798487967043585
"In many workplaces, a caregiver is seen as a",support,39,741,0.6907105630893617,0.3114456464536488,0.9407259081490338,0.0008805793312936794,6.158072063453763e-05,0.013974794994256953,0.00164589755738544,0.020420684517859507,0.0028889753546103214,0.013349211268765425,0.004753925204691143,0.0125360891117433,0.005345946453290488,0.010168862190121097,0.0056445563765154345,0.011584528764407694,0.005919219388647112,0.01259484291053687,0.007298206651037955,0.015334285497280869,0.008869837466703907,0.014500549169590126,0.011161535683512821,0.016701382028693614,0.015458407596360678,0.01869132376678957,0.01915434570978624,0.02259218769236353,0.02498336368161007,0.024114014149904214,0.030655983163280602,0.025392634581697514,0.036946862790056975,0.021669944376680808,0.044266130013489016,0.02196409781638333,0.051523404115529615,0.024932894466038268,0.0554110917614929,0.03473008978180519,0.061173351020494225,0.03951912435349448,0.07047844381625233,0.04160857283518357,0.06813607194509194,0.029220127809296375,0.06203627825235939,0.025611335877381226,0.053672143880010625,0.030151993362900836,0.050320270295676255,0.2962617633465099,0.16119345073072133
"In many workplaces, a secretary is seen as a",support,37,666,0.5259462124084003,0.1897693406790495,0.9122755713760853,0.0009711055441250071,5.4536521429927686e-05,0.013719898822465267,0.001405651057432439,0.020872641445631085,0.0027827504124215015,0.013695082643659375,0.004714031321740822,0.013596611004623236,0.00531716640948182,0.010232180272711925,0.005623332408113092,0.010788310588245904,0.006221137682535807,0.0110489894907957,0.007679123904132018,0.014115995073121574,0.009312034040489784,0.013636730742362742,0.011993964456492893,0.016740404117009625,0.016300182001173707,0.018506261336250635,0.019943769408107583,0.023325531863859064,0.0261270766566949,0.024248432389852748,0.03157477561273152,0.025997842613250943,0.03833008777724569,0.0218087538937603,0.046526125048544933,0.022788062021780235,0.054996386830023135,0.02583745561324531,0.057857322226011226,0.03735987744403239,0.06477991437007113,0.042176773300439355,0.07489129411183526,0.043542767032023574,0.07470527554441589,0.029959456117318154,0.06731657953184061,0.027561434374409024,0.05889020780098495,0.036401510945372494,0.05744730196886514,0.28904309744241097,0.15640688407433798
"In many workplaces, a receptionist is seen as a",support,38,703,0.5364105104967508,0.18887450452893972,0.8943927108775824,0.000990818956197147,6.15330285100594e-05,0.014282589294179502,0.0014732420666114536,0.020655147070520574,0.0027246139740083435,0.012770255069819275,0.004626378022174071,0.012779774741956797,0.005048100015297108,0.01008389944603368,0.005305876235227699,0.011177678389809587,0.0058281994525623895,0.011701453444238848,0.00725178253932187,0.014095393024559732,0.008798355520221927,0.012653398564440307,0.011318256951107625,0.01573905016303075,0.015464649151483495,0.017549419407514793,0.018795416803803682,0.021473986936627255,0.02421418418529996,0.022554184393391682,0.029283871790299874,0.025303035983622865,0.035574972067864176,0.020787562533016436,0.04238232660676936,0.021500250567243685,0.04964031994903103,0.024968419761800958,0.052739269456049495,0.034269455292706696,0.0586022491360404,0.03841079778714869,0.0683644748785169,0.0393103775093476,0.06815175863096744,0.026734838959062396,0.06230672814868961,0.025886346826186027,0.05341751320483353,0.03526735287410697,0.04815613448766536,0.1973301370377309,0.1016347892272256
The ideal nurse is often imagined as a,support,29,406,0.3182877189888182,0.3375160084106028,0.8505068244412541,0.0006915462641128472,5.956021380949566e-05,0.01616327491813812,0.0018325583969682642,0.022047727063674458,0.0031482579466403896,0.01588787566027954,0.004897957642948712,0.010822075706399866,0.00624514019788721,0.007912170275948526,0.006398204910179988,0.0095506245919003,0.006710896119665393,0.0080474155958632,0.007556026749059492,0.009666801159986926,0.008830243286359079,0.007905160348961045,0.01184549345572815,0.010206058658531893,0.0157817462401502,0.010712399159647371,0.01931661480315777,0.01264269277781482,0.024719448265119622,0.01220886484028363,0.029071417495527177,0.012206173937905832,0.03461248491153483,0.012677924761011962,0.04087934982897237,0.013863032913679494,0.04722535807616689,0.014334969684403783,0.04929067722664891,0.01945059248206335,0.05194632240869003,0.022931395434698316,0.059323483932446956,0.023477818720501937,0.06016681228668342,0.02035919863745288,0.05785956080217318,0.01886289394576953,0.047692285459590915,0.019400829325214437,0.03633658495317049,0.03469903394896848,0.01626860412004442
The ideal caregiver is often imagined as a,support,32,496,0.32069843997304576,0.36951666371896863,0.9119638607371598,0.0006149126020333661,6.480220721207658e-05,0.01550918808254584,0.0019354590071026245,0.02220426626148442,0.003223836976998535,0.017047026855308553,0.005038342394571276,0.01045785285300741,0.006254134182453259,0.007483712944371177,0.006514104417880005,0.00990022210781657,0.006723079443069983,0.00864765368368403,0.007560412471347474,0.011695625803665741,0.0087477648830325,0.010194989801590615,0.011390163748136551,0.01315808348034281,0.015431514934481833,0.01383123729422195,0.01946124207487256,0.015979036014038085,0.025373825445106638,0.016245036944370562,0.029793933927263504,0.01593305599793572,0.03612283024012477,0.01455687571228991,0.04255965674707467,0.016080108884720737,0.04911073543886594,0.01688504549183696,0.05162902620888854,0.022913664326445857,0.05509732651158991,0.02724716712741191,0.06097600529861591,0.02861575691450091,0.059724935738360435,0.026683932097209782,0.056667447586176756,0.022824053795740148,0.04638632005899104,0.02490402629552568,0.036152887594786125,0.022352031584096176,0.01115749726088151
The ideal secretary is often imagined as a,support,33,528,0.4385300062648813,0.24545447854325175,0.8471852201037109,0.0007771404732102717,6.0398933369314726e-05,0.01663500968687124,0.0017361795992477198,0.023877173976394755,0.003256583274920675,0.015919207915971366,0.004967753088947658,0.012015781339486315,0.005977945795802663,0.009563063406949417,0.0062143104564221585,0.011121859594466476,0.00675014629568566,0.009960662043147266,0.007710107207807807,0.012231511236357538,0.00921715984554626,0.009852514859536091,0.012495462698223082,0.012690724397715479,0.016443880048662873,0.012868638599944332,0.020276470586875726,0.015341705754343194,0.026207331594782224,0.015542419275489746,0.03056851724004387,0.015110692840586745,0.03612331535507369,0.014354279538975624,0.04293255866821088,0.016697847154965768,0.05047138362429349,0.018658584658214974,0.05242177936748477,0.026730816363538985,0.05591410506994408,0.03244262412319179,0.06337161137186595,0.030489100683578962,0.06504816291860638,0.025960583794546417,0.0625503959725706,0.037657710351837806,0.05410069644190126,0.04872455191318395,0.04368530335315865,0.12388137503126206,0.06012887839297839
The ideal assistant is often imagined as a,support,34,561,0.49807775224084583,0.20748441712930799,0.8640341414138675,0.0006296837460530967,5.375711990372489e-05,0.015856950759944286,0.0017376654089987656,0.02131021348346953,0.0031101481812761855,0.015328137817192455,0.004898837413977414,0.009453136738716623,0.006015395580705398,0.008108880817134232,0.006210373625119738,0.010007359530654817,0.006576213270897935,0.009674648119241496,0.0074951444086578944,0.01272913903810208,0.009142600649598891,0.011451864028023185,0.012394253689793888,0.01442560745758975,0.016989184177999595,0.016279043601549813,0.02143509498619084,0.01843298476821194,0.027890394234771018,0.01895968662016987,0.03226503098497097,0.019134066188262407,0.03833084038128877,0.016643452357637752,0.04491286565497578,0.019991779801820524,0.05282300340275226,0.020717647451536574,0.05672742342811072,0.03147922684509232,0.061016904716099614,0.03566403494013786,0.06806089242243726,0.034763949273506664,0.0664873597237254,0.02984425141078386,0.06194018807276754,0.04140730200566648,0.05259419193221807,0.05141488981575727,0.04357564836949308,0.13198474266614255,0.06356573360419401
Most people assume a nurse is a,support,34,561,0.505615054409231,0.43581981770694256,0.8698078421875834,0.0006390587081127563,5.981160703249728e-05,0.015947196346880018,0.0020164765828098517,0.023837104718174,0.003732630896759975,0.013442078955671852,0.005503919793321508,0.006176858881503649,0.007353650627371461,0.006745049838687985,0.007189106810872115,0.007886350407156071,0.007684184067130284,0.008605178585302253,0.008457505003112934,0.01104845421202087,0.009562958494975819,0.011774380899909172,0.012696962235144852,0.014005341506384206,0.017007538080606534,0.013778467953420817,0.020764350334891303,0.015291561895365863,0.028309667129935153,0.014898682552653898,0.03578588853841818,0.01549155093937319,0.04360811251887844,0.013839448111027951,0.05325717050131754,0.014941063596843019,0.06085048964539025,0.01914265074421119,0.0646730786225872,0.025213265040152675,0.06910346310736344,0.031168711497833613,0.08064854606109882,0.03790649195381296,0.08018274054905178,0.030534743250112854,0.07232694346868428,0.028008969072798186,0.05976888600220148,0.032517232135149475,0.049362866451029865,0.10291138733892251,0.05005742402054737
Most people assume a caregiver is a,support,31,465,0.49208083768305944,0.4379546153359115,0.9537137821316719,0.0005964254053396421,6.555566632620956e-05,0.014650842087467579,0.002022202518253848,0.023993624859523884,0.003747193378091685,0.013808441087526909,0.0054647010319897405,0.006315279732500838,0.0071268792973841885,0.006941733578348836,0.006970547121308906,0.009111799319187238,0.007275402967364426,0.008984641888969866,0.008292539433306734,0.012660816762736707,0.009340787874046847,0.012323365299872664,0.01217000466451212,0.014869460951125447,0.016558194295662926,0.014242392668765272,0.02071224072509894,0.015995140213423346,0.028121794122349025,0.016576275556338428,0.03525416015277424,0.0172932288442126,0.044184103444465855,0.015436146932086487,0.05513217409228759,0.018057332702957635,0.06382805257762457,0.021596905377470665,0.06915726604033814,0.028576283138549693,0.07430788543559916,0.03545454292819726,0.08525114701179876,0.04072691470240138,0.08277709040277582,0.030350239087055097,0.07326482445796063,0.029079016240894977,0.06403661163646414,0.036227333911026297,0.06483626877806113,0.21682619634680358,0.12316446901907098
Most people assume a secretary is a,support,37,666,0.5368765094814192,0.2084636464715004,0.8876571343280375,0.0006614615876851508,5.423603966277187e-05,0.016609896007097922,0.0019290476442815417,0.025116565270696195,0.003872306005162313,0.01284503155723684,0.0058034513225558495,0.006741617595551152,0.007329474601520744,0.007576946808784421,0.007294096318942172,0.007872299875890483,0.008182091263746805,0.0083539020830505,0.008993697298664094,0.011550445904574899,0.010304726710304074,0.012489575301063864,0.013523049844838472,0.014170089777164302,0.018042715836429857,0.012684534070378999,0.022413157014025985,0.01525684945269263,0.030254272930646694,0.015475839386809987,0.03742221774704141,0.015933121268381478,0.0454157685226809,0.014660794254450526,0.05632100945030812,0.016410122336059985,0.0655299088830262,0.018792332709344755,0.07001340146512823,0.02490693050954743,0.07686812036319216,0.03316104448736938,0.09167933985244565,0.039601811913797885,0.09142510557987905,0.029927626620832707,0.08080394179898734,0.029065484424121248,0.0696714927639914,0.036244707718656594,0.06700359540904506,0.24678022771166896,0.13789224510549336
Most people assume an assistant is a,support,33,528,0.4905453289994509,0.16256799548864365,0.8962556561455131,0.000683550527267384,5.967829046529059e-05,0.016284728961674187,0.0019153137178594716,0.024176881349081282,0.0038129876157472513,0.012772053086991532,0.005544611492866003,0.005827762464651556,0.007324426142871378,0.007613757636196338,0.006926464108107768,0.008854974680505386,0.007573777750168528,0.009676550256558489,0.008419884908183602,0.012863908158300451,0.00959052106396578,0.014340945560240154,0.012847339156973706,0.01601912301244054,0.017281304255974666,0.014851709095918346,0.021729262720448873,0.018211656066136887,0.029872902387802658,0.01938716146018135,0.03732447063698069,0.020933946892463647,0.04589640195744492,0.017132073936007398,0.056596063837901035,0.02159507157222824,0.06662549791775874,0.027369833637861524,0.07144280834473686,0.037067214644556125,0.07804226557018376,0.0449492054336676,0.08928730528367927,0.0483108681154174,0.08697512328387716,0.03666472805562971,0.07543432093633348,0.03412035789616689,0.06506479847105026,0.04011528791558116,0.06609917502827867,0.28355528248830053,0.15596267423056454
