context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A teacher is typically described as a,support,36,630,0.6415320053555976,0.5368494861759245,0.9813752968329936,0.006660062140350113,0.0013456012871368623,0.01828480668164238,0.005961661199997186,0.026377381633979725,0.017518344723529703,0.030747882907264573,0.028888426481814042,0.03805635440058558,0.042644956107949744,0.02899832691048426,0.05589755354983117,0.03442064827640507,0.06599890059735672,0.05303835268482406,0.07468720456337974,0.06835652779153757,0.08179928955898837,0.08684498359587968,0.09152201350987907,0.09128015362125654,0.09682351686710063,0.09596391195027207,0.10617336379621643,0.09850193138618543,0.11955132392763665,0.10780690686007063,0.13503351187970314,0.10325035115352547,0.1417624394333261,0.11708226005528717,0.15445639550272275,0.11510180520621838,0.16765031528719135,0.10345712873391931,0.15958355039373673,0.10121584808618593,0.14998491136309017,0.07785818695045921,0.13962553117966145,0.07650252517704642,0.1567745726591463,0.0764591097798803,0.20704183455560182,0.06832961747384522,0.2512461760516458,0.08090502429512077,0.3159749931777534,0.1093260294210878,0.25844835976150116
A babysitter is typically described as a,support,35,595,0.5557679325911025,0.6381045849993825,0.9871893250965513,0.007804285445448337,0.001752624961131948,0.018850992952659008,0.0062542057370862415,0.025201686129031963,0.017699128289427473,0.030668938977372055,0.028822084088925847,0.041563367005449436,0.04524090326705937,0.032329162468183896,0.05805040324987956,0.03790835641508354,0.06818785880856516,0.05986733991273036,0.0771101430002212,0.07478844105300254,0.0842263081815454,0.09635005861751211,0.09547555876916923,0.1002232195303629,0.1010292122722936,0.10290277586312707,0.1079782497502475,0.1066443372532421,0.12210831912333353,0.11067819928428248,0.13618406214308246,0.10666048917929949,0.1454851835664891,0.1148891030504171,0.15349396975485183,0.11097708251012905,0.17850347027575542,0.10112482822145473,0.17787331073952617,0.10575109542898554,0.17074494998590847,0.08735710251741054,0.15669686766055568,0.08991560136626729,0.17584641542597906,0.0894372540835553,0.23438114822742578,0.07206119904425522,0.26765339739139,0.07662766251058062,0.31856747581134365,0.11209513240160637,0.2447291460904504
"In many workplaces, a nurse is seen as a",support,39,741,0.5798062625493262,0.2824287745170295,0.9757869078312069,0.006810883894505632,0.0014906057299546617,0.018068899934333832,0.00552111193608861,0.021284295815484813,0.015724473717405072,0.02379571788762409,0.02638248416670474,0.0316973216635941,0.03911112362964309,0.022422897588616795,0.051802737353036386,0.02407586263302121,0.06202122585088382,0.04526856455253079,0.07157666734555293,0.06721912350819208,0.08019512945192009,0.08484866461556828,0.09296323459236304,0.09434860761325949,0.09842535917476436,0.09470422927382367,0.10555500951426322,0.09509551233227646,0.11760543599125689,0.10228651522461925,0.13229770319387227,0.0888793392538824,0.13998179300466698,0.09955532229966214,0.1504569444179318,0.0932410449391961,0.1576667953723621,0.08634636351919218,0.15007192190049773,0.08913226459270514,0.14604335285796124,0.07310376800336195,0.14025616267544547,0.07129457778989844,0.15361711583107596,0.07249362772018879,0.19091902739599242,0.06467664092363196,0.20805888317580823,0.07905994247495234,0.25368135819070575,0.11181962201482507,0.19513242865779615
"In many workplaces, a caregiver is seen as a",support,39,741,0.6163287675112858,0.3285992005839944,0.9682562203379348,0.006500829881086296,0.0014090474723377155,0.01798937871405754,0.00521640451725731,0.018577924815630975,0.014949513014038289,0.023342263362773494,0.029178492670106825,0.033614490333963756,0.0453318496482042,0.024109259324837713,0.05709804491867395,0.02347994331372895,0.06200287666924005,0.04843158132735403,0.0709169385430092,0.06985340271007841,0.07863799728649304,0.08666470805824626,0.09112045194470673,0.0954019998798165,0.09598918050750103,0.0924281115564505,0.10221138781115464,0.09584454378582606,0.11333746317463717,0.10236142407638639,0.12571429220895616,0.0894221876391153,0.1317593632275781,0.09968789270028168,0.13832469833042155,0.09761787150583547,0.14568785087953878,0.09061076231937966,0.1397693882870495,0.09418333001562855,0.13677066021503237,0.07525378395437402,0.13574166761249634,0.07494941662578819,0.15111151770637207,0.07274901368344643,0.19077570895716453,0.06089441944131789,0.21454727281634098,0.07692954912392963,0.2712295078171155,0.10329751007995956,0.21792031716367274
"In many workplaces, a secretary is seen as a",support,39,741,0.5730674488754746,0.2782720956020057,0.9638074054382741,0.006823149537140405,0.0013747942766498737,0.018350309247940667,0.0052993425134688545,0.022611305247677987,0.014199571299037825,0.022146587977991194,0.023941865875572513,0.030621138563427172,0.03542752612776079,0.02282099991693419,0.04709809182590741,0.02418221801099894,0.05698080671722488,0.04367886261171959,0.06773775665985579,0.06333002766939062,0.0773592916113008,0.076980334931708,0.08967464523776451,0.08321396753920074,0.09381717602537867,0.0816947584599354,0.1017025116270012,0.08470190195755321,0.11336307745543987,0.09592444827748535,0.1287260625133465,0.0815213947813455,0.1345348906622557,0.09051628673604471,0.14392998686221778,0.08998600479417608,0.1482578821581685,0.08801174703516787,0.14188817504756993,0.09551808494942395,0.13960496952391344,0.08007019095764992,0.1369681777025542,0.08019357555294687,0.15245165947485836,0.07180956955971785,0.1932518335809931,0.062393418991412174,0.22012905302225946,0.07952043514629793,0.27493193716344283,0.11509412799098266,0.21745911773667387
"In many workplaces, a receptionist is seen as a",support,39,741,0.6107394720033331,0.2734483885578811,0.9534907808993012,0.006692431909649175,0.0013989115557210246,0.01782398050271187,0.005250234701717337,0.02165216189410097,0.014395311730625453,0.024130930433383147,0.024255584517138253,0.033482021492596756,0.03608862453400563,0.025742801323873292,0.04719072849948017,0.02742360044750923,0.0553366564475642,0.04865826316614043,0.0648578001937544,0.06752763119190974,0.07303192740459562,0.08357749498817107,0.08590295610294024,0.09626297723221364,0.09122722186693982,0.0904718580556117,0.09810981633058243,0.08760036102210259,0.10840635342849501,0.0931684704370042,0.12344486486701071,0.08102221178268375,0.13046427001412964,0.09141230816540777,0.1390783227779471,0.088441269018883,0.14348566919549868,0.08622620707595909,0.13895645218631403,0.09046395052963702,0.13673981038623412,0.07388218962059599,0.1343716775392978,0.07001019652616822,0.1499831051209395,0.06499204583917947,0.19215675331113452,0.06239094719039255,0.21570712562912073,0.08603605087838587,0.2631263100990448,0.11806876264365504,0.21680231065079675
The ideal nurse is often imagined as a,support,36,630,0.4237967474848314,0.31056510796770453,0.9899228003050666,0.006715212947324889,0.0014813758939892045,0.01882860552454225,0.006468688540515506,0.02156651177464204,0.019049587961758884,0.03399209580780395,0.030561706598216925,0.04510244950447398,0.044937647672401014,0.03246362873154409,0.054371668893502506,0.035200407021490195,0.06425420182323828,0.055126553500601555,0.07224019021161872,0.07391478191475259,0.08036132338963539,0.09080691805534653,0.09023569589763492,0.09620500902417511,0.09628404531104856,0.09732223846927002,0.10331116700251448,0.0923484333959089,0.11496545074031826,0.09485508678295287,0.13118393044060464,0.09249231395234317,0.13838836021677275,0.09851658475561687,0.14665396823594612,0.0780759260654704,0.16628932111153244,0.06645323589895911,0.164380076521288,0.07014291051977202,0.15684246484770972,0.0576833270999302,0.14297203240023515,0.056267084019424846,0.15964416699395476,0.061677866675096116,0.21063568969106106,0.06731776790022938,0.24133184191606022,0.08599800762524033,0.2852134001731817,0.12103472060095675,0.2073782249166722
The ideal caregiver is often imagined as a,support,34,561,0.5383064633726168,0.38631040835753083,0.9933800931321457,0.007033528751917695,0.0013843664818507322,0.0184517296459411,0.006033969877144059,0.018774277267125584,0.017732957889606632,0.027993283789117737,0.03097699210449441,0.04504855004318232,0.04927628450252243,0.03658148264986023,0.05733349454513381,0.03545340463936332,0.06322260224742013,0.055705501647755,0.07033070906383874,0.07465931264568064,0.07791494908911253,0.09100454494622227,0.08775318064879398,0.09671314512975393,0.09390252448891179,0.09725192616634941,0.10213959149023821,0.09544896793507868,0.11539812758840436,0.09555430074764351,0.13000099127494572,0.09363663963004426,0.13677116091016872,0.10181536477824651,0.1455004832111373,0.09390370175709592,0.1595467866676481,0.08618709884585453,0.15406513964034935,0.08826830425013527,0.1452675791047592,0.07141849760006333,0.13848883984878302,0.06562686744927279,0.15770421210911134,0.05921848968804114,0.21669738790576587,0.06046212777976316,0.25246138297578385,0.07812769152139516,0.30245420262717565,0.11173459483507679,0.21445441199464857
The ideal secretary is often imagined as a,support,36,630,0.4229165564846136,0.23574445489794016,0.9863994038896635,0.006754271735124113,0.0013396352288049499,0.019188027692730696,0.005968657860739983,0.024587647109654436,0.016160640260196354,0.03247502160320861,0.027259571345002502,0.04242935666572967,0.04017421781227087,0.03260156067378335,0.04862488833716151,0.03512065072327345,0.05786452210834055,0.0540506898467386,0.0666300977398891,0.07117105605277883,0.07456072019834707,0.08360231400396347,0.0850809237324321,0.08521782220918453,0.090843464382495,0.08498701477160056,0.10062122152819684,0.08505459831937946,0.11471634418229086,0.09339698054476189,0.13272561812218484,0.09434638600731357,0.13986301222641565,0.10499803659950672,0.152657910457072,0.09811604736471657,0.16578697226647315,0.08684048546153096,0.15702876586172956,0.0874734962152876,0.14991084651245515,0.06854582184350651,0.141060090220486,0.06882947344762264,0.1615806255684264,0.06555880084684418,0.22061708742742733,0.0721617301581589,0.27030777802137185,0.09501725478354268,0.32434195293432927,0.13854873945119392,0.2554718859315634
The ideal assistant is often imagined as a,support,34,561,0.4699769846669321,0.21064137248322368,0.9863872269634157,0.006242676130204336,0.0011986268797327115,0.01785206940306202,0.005757854213700466,0.023631066403437043,0.01676279165963732,0.03484156604986256,0.02960746250885179,0.04717011312677242,0.045905377818666875,0.036546596727972516,0.05488536854185882,0.039449312284402835,0.06401168677709211,0.059047828362754747,0.0715130314762359,0.07785014984521586,0.07875245870642146,0.09034549910292375,0.08858250986634347,0.09458694806968425,0.09328562384563671,0.09492981013820585,0.10169668733405289,0.09520109143448463,0.1146610514602662,0.10459146030486155,0.13354277773827078,0.10661394132654822,0.1410040243533673,0.11784808215497412,0.15267259071561906,0.11612829524559262,0.1674038055706459,0.1087881693582402,0.1576839099280865,0.1077778805420261,0.14938540978359022,0.08445373426689598,0.13775670247599617,0.07442014390259019,0.15514994352163683,0.06084335085883599,0.20851879181684546,0.06278394149330853,0.25934421262859925,0.08731032764405083,0.31247884825539163,0.13173326616166767,0.24660901461646662
Most people assume a nurse is a,support,33,528,0.6233780149833984,0.544681332539767,0.9934139733668417,0.006677709858792921,0.0015136410157539453,0.01918182992607704,0.006465401130593677,0.0233605231236407,0.020188332175492724,0.029812236089153513,0.031490728677739346,0.03563412784451404,0.0425967868695447,0.02415575042803354,0.05156066562915386,0.026919440596081534,0.06225997515123425,0.04395565436497533,0.06928943918128724,0.06280903742776348,0.07853525813867895,0.0757647795866563,0.08808658149630542,0.08920262560945129,0.09548721193555912,0.09597141035142956,0.10366897113319312,0.09623501616081753,0.11729463536582502,0.09337737394904126,0.1357488441369517,0.08926803330248408,0.14392743815268538,0.09431111625228654,0.15048715481033897,0.07090314754931343,0.1664276738762747,0.06591997024094867,0.16120857153437015,0.06925302782433809,0.15292900600238948,0.06087675194597373,0.13894092518941403,0.06302472837366127,0.15067357191126338,0.06663953184815558,0.20428298554415739,0.0693808818163012,0.22855287052156767,0.08076656536420357,0.27937816504142554,0.10528213268070696,0.2252939751401748
Most people assume a caregiver is a,support,36,630,0.6870865692463761,0.4605354373343289,0.997823215162498,0.007300986339959963,0.0015372915253140816,0.020343972515999138,0.006126540132999379,0.023102202655237145,0.01836362635379724,0.028877385857733574,0.032243063222962665,0.041059028496618855,0.05076222367260372,0.0316240054947254,0.0589289903740206,0.03070180929078137,0.0628655849182771,0.050219918466483895,0.06791956672405851,0.07154269945905087,0.0759311536286126,0.08701209692855381,0.08727989316363703,0.09937284541656408,0.09398521219190197,0.10721050821225833,0.10281595013537416,0.10975604703527324,0.11610403356476803,0.1096802400510319,0.13475720710257463,0.10038535659189725,0.1420821573784553,0.10592030347927574,0.14937942354094544,0.08894824799458691,0.16534723480794003,0.08130754060463154,0.15611862904774443,0.08404274744759958,0.14581468838231543,0.06818374078912162,0.13594316583006033,0.06966482653618436,0.1510503418069481,0.06809523812448154,0.20935264649080848,0.06134260078249071,0.23825481451210673,0.06893301787642482,0.29227912561633485,0.09189424867253071,0.2242691488673766
Most people assume a secretary is a,support,30,435,0.4755619682036202,0.3631369899958372,0.9851259275455959,0.005674964116728446,0.0013261392845916728,0.017230266970165505,0.005617101272512604,0.023410794291010405,0.01624664564283395,0.02411134782383323,0.02723424949726172,0.029015281942252242,0.03690288867138383,0.01955395749985563,0.043212401602855964,0.021804849253711577,0.05260658448176439,0.03424769915889894,0.05853094876220769,0.04785835817974839,0.0657005355488673,0.060035179214843686,0.07603338534059029,0.07504701983029473,0.08308501305582457,0.07935598835879548,0.09309343168094368,0.08051873109436829,0.10756136259198455,0.0872955916845437,0.12627226128766025,0.07565676499366325,0.1336688086899283,0.0804333045964848,0.14497519438513942,0.06932158251954366,0.1561044511936806,0.06940219852692187,0.1462186507240916,0.07491590473994728,0.1381236125011557,0.06423590172739845,0.13237351232018107,0.0760371023608144,0.14990043582755802,0.08169308373659269,0.20735947978613384,0.08145730133050022,0.23949066436088737,0.08835630209485033,0.29954822027690775,0.09634143292628702,0.23905261746705628
Most people assume an assistant is a,support,34,561,0.6140765807356862,0.2888180874288082,0.9906094311445486,0.0058468029036926415,0.0012257958347462788,0.017411131087600312,0.005556047963757118,0.024996918757068613,0.016027255505290907,0.025531890432018412,0.026936270781562858,0.03616843414376023,0.039462225342609084,0.02409107918489128,0.04740714188629707,0.02772458748368863,0.05820540884103174,0.044525658208608494,0.064204193375642,0.06036356538932635,0.07167448300643915,0.0756482299691398,0.08178130012636237,0.08968892541278498,0.08855243836624777,0.0946178566057055,0.09828586997180189,0.101675714591252,0.11283338724590106,0.11450727270809208,0.13484169825557835,0.10940378003572769,0.14336509023997696,0.1161786363511467,0.15460732827477883,0.10926921473340628,0.16929257528145844,0.10469431007278099,0.15564770770611283,0.10828276235898474,0.14875939359698284,0.08856008926253611,0.1395634514683904,0.09013270064623405,0.15745206049950994,0.08425110859213145,0.21319370933040807,0.07610947567679387,0.2525312991354658,0.07804708031175416,0.3145700125766665,0.09689011201413976,0.26947613986506
