context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many workplaces, a secretary is seen as a",support,33,528,0.3649519737613479,0.354576232843101,0.7103004110977054,0.0005644542437799712,7.388628873010996e-05,0.006482178994338795,0.00019687119207002736,0.004158950630438556,0.00022940929824469858,0.002181553426802459,0.00037482665839184254,0.002984322447906937,0.0005779804233462855,0.0028513218974178566,0.0007574753305050752,0.003353485695823475,0.000937181303618959,0.00537056626105447,0.0013327494034420357,0.0041975929482536015,0.0018178616570998507,0.006228944667732648,0.004064100769748973,0.006214882556397998,0.004321359142845926,0.005674729276446739,0.004785449454295077,0.005158042186059049,0.005040988514502732,0.004261399383874869,0.0052304202479424725,0.004823388435029555,0.005699246144753519,0.007078272215019141,0.006922546702530119,0.006734906882015989,0.008172555462996542,0.011734741347941963,0.009009029246603661,0.01493705715835569,0.010528744700474373,0.01584411218520198,0.012441419790288505,0.009998587709813683,0.01466440048824442,0.015265052580336681,0.016421429732555542,0.023866155379812997,0.01818302022246415,0.01804352063765888,0.023409389142929626,0.026736274375727835,0.02481902664727528,0.027327971432495126,0.029228144155444967,0.03921836312889828,0.033594965167296986,0.03288223281928342,0.03073114380513458,0.04592098770130394,0.03210814531818461,0.03469343302780445,0.03198973157865419,0.040045132340619724,0.030067010367531635,0.04006097331040909,0.03280944678966255,0.14786969311448567,0.11169925443713327
"In many workplaces, a receptionist is seen as a",support,33,528,0.342077098727814,0.3294080561026931,0.7504791440442204,0.0004973841570424565,5.5349384836099844e-05,0.006950231399829162,0.0001758699827013229,0.005109804163964032,0.00022804082445038176,0.00264417939206096,0.00035925528483137675,0.0027937155140665172,0.0005595639356843518,0.0026132421473645533,0.0007374892837767617,0.004202605974449518,0.0009411021495643963,0.006580227896378046,0.0013219800413039288,0.0055916472921511496,0.0018293748747402363,0.006641851099808459,0.0050311000184322,0.005901608943538843,0.005020812173232015,0.007157338388366349,0.0054579672251701804,0.007135672409074822,0.005604589913690475,0.0052417713845986855,0.0058378124633256855,0.005467303177375045,0.006410678287788559,0.006967944898231006,0.007707937194280538,0.006877657332533669,0.009442088393371411,0.013209311988117622,0.010297437331013256,0.016786303017330455,0.011951518542171325,0.019751298644737778,0.013930748862550224,0.012787023448610121,0.015860687729113324,0.018240304357648927,0.017369781031448345,0.025853683108287503,0.018906877907168437,0.020207113420831573,0.023475688422843328,0.02867888196579436,0.02509811786825725,0.030230037244248633,0.030090631583007597,0.04419044575458397,0.034611322256143835,0.03754313286975297,0.03168443825800964,0.05196462527688707,0.033586839788707544,0.0409713497451795,0.03387944429849522,0.04689150460729869,0.032331962211221206,0.04904865982678188,0.035999464881628654,0.15016078362817978,0.1122996432650985
The ideal nurse is often imagined as a,support,28,378,0.28965409564790867,0.365586772095412,0.8352956189773977,0.0007378770966699128,7.242709017480602e-05,0.008202021101482493,0.00020598334096817914,0.006185260063802719,0.00029786099263636893,0.003447300074019799,0.0004720257261930451,0.0026452631828585565,0.0008151412736272036,0.002794619842838981,0.0009709739101553142,0.004473817137845895,0.0012191486487282133,0.007846556622817,0.001747760040143447,0.006731649032568554,0.0024512324977260325,0.00731878523977988,0.004090438116245447,0.005918529710656908,0.0045927510201749155,0.00845968178139823,0.005387076865770958,0.0073490755260847,0.006229835116479553,0.00809651314589765,0.006454704825444905,0.008459254068344935,0.007135121522943778,0.009333272387366488,0.008580360156999919,0.01022082500361849,0.009712058514087138,0.012695795540900227,0.010535177899459122,0.01383697770964071,0.01156304349713233,0.012731087170225572,0.012546594279561781,0.010240702510856096,0.013364149906837113,0.012746272520859742,0.014535675265282991,0.018433709227328704,0.015598179790147656,0.009889189596091759,0.017865057314814782,0.011752700497260574,0.020332939778796858,0.013631465198552547,0.022499063230906908,0.022423037404636106,0.028763547888565916,0.018636427396497308,0.02637851915853087,0.02808014820655181,0.02733633138754966,0.019015388557779143,0.026197379593830145,0.025808117110894247,0.02509109116838371,0.029411505601217622,0.028221449224400834,0.09516078596170861,0.09195893404167445
The ideal caregiver is often imagined as a,support,30,435,0.3832106144148887,0.37978728394955397,0.9123171137180179,0.0006983047410322886,7.581550023828542e-05,0.007924071781024928,0.0001961072998658923,0.006320140221999781,0.00031835406632563603,0.0032346043576975485,0.0004988979352772316,0.0027212400867868483,0.0008537758250029337,0.0029062267979766275,0.0010240929415007611,0.004510097270728268,0.001257534475380447,0.008278284993575956,0.0017404123389627084,0.006921707267964082,0.002254948689529986,0.006879066216031469,0.003750262784163764,0.005369202825713352,0.004234534399002647,0.007863324561310269,0.005203390921215053,0.006216884166218008,0.005691541952362071,0.005960530768504092,0.006008101114571888,0.006542111251615859,0.006639152188668899,0.008176869717540489,0.00778312257483977,0.008854171460667,0.008599297326023336,0.013771933911983189,0.009206650753193702,0.014972165420683635,0.01022147446570143,0.012042653868521467,0.011008304462913846,0.009663526211362659,0.011795807454558585,0.011752501771535518,0.012569741343827575,0.017693244260800874,0.013808330145472277,0.009466268030958404,0.016690578265752005,0.013700507063111822,0.019920297919237554,0.013877758712095283,0.02311335136646302,0.02575018809073892,0.029711252206401525,0.020977659424011332,0.027295874167637648,0.03184807124179157,0.028385447698342045,0.019906190512552154,0.028721189212216607,0.02812965072061717,0.027857926743698965,0.03267741359569978,0.031193241635301117,0.11632874754760622,0.10220788293043594
The ideal secretary is often imagined as a,support,31,465,0.3023195802336801,0.31459458032622933,0.7521867691539228,0.0006484488182894939,5.371230413339913e-05,0.008383034389525139,0.00019787664920211507,0.007349479190226371,0.0003286337223090112,0.0037396811055544423,0.0005595004148533949,0.0027513803638008604,0.0009611742396515819,0.003390411225479351,0.0011494934093257397,0.005460796780525857,0.001426174709179753,0.007844483812541323,0.0019379612478642512,0.006837034225981188,0.002705964993707,0.008522612883473096,0.004406255725444923,0.007155509813183839,0.0048629809208423245,0.011084467343728215,0.00562974610235181,0.009386316534773167,0.006221485345576915,0.008225861444442385,0.0067844243707436015,0.008240493637926602,0.007435294320607454,0.00943677821453406,0.008802864125245106,0.010265622943553094,0.009892962451918372,0.012386381777365098,0.010449073655455901,0.013829424880209464,0.01195001851367506,0.013487347977521023,0.01314694604456322,0.01032210913835942,0.01339380093853376,0.013021082704566585,0.014623233862871357,0.017384613514379605,0.015857166946512853,0.012059808625853999,0.01717522188110931,0.014668701040014328,0.01966590142611339,0.015135126099655682,0.021413179012268,0.021046272414712904,0.02619147341384565,0.01693810979046864,0.02405287530177251,0.026215523823338967,0.024756093283438033,0.020013371251372432,0.024010342364009306,0.02710709189422764,0.023252808720462637,0.028273310883603135,0.02608859045946672,0.0871777889027926,0.07557861599596861
The ideal assistant is often imagined as a,support,31,465,0.493710772455023,0.31472336454316974,0.7897816975601017,0.0005752338300599118,6.127614231842664e-05,0.0087388963768621,0.00020948305898839796,0.0064243033034982735,0.00034112206896558787,0.0028281272854814277,0.0005915313811030165,0.0028124610778524997,0.0010367917443518267,0.003229416866656789,0.0012636068139247462,0.0056346057274844425,0.0015901695612000825,0.007931915416313174,0.0021718220728778014,0.006495359421458034,0.003199314382410812,0.009229944706092905,0.004673521964271839,0.00989543399052066,0.005171370283572253,0.011566994906405096,0.005796637744784142,0.008347451767833301,0.00639101544370367,0.007650116161941828,0.006679230695771602,0.007632136128197277,0.0074601517054391974,0.008154874397514174,0.0086915279613405,0.008828574586137138,0.009148561588980865,0.01106205995847316,0.009866123388712027,0.012303721112452695,0.011343234971380426,0.011895472597589253,0.01237002321100367,0.00966143531048892,0.012679032266973802,0.012954472362790658,0.013920665859927552,0.016419872942890806,0.015244065667396577,0.01240651650363748,0.01709919781302054,0.016085752609516883,0.020210076468561898,0.014882625731689898,0.020796405399518353,0.023723246495123064,0.026718257493931488,0.020323852851227953,0.026103983196956563,0.029533479598399134,0.02705202291523011,0.022154889106398522,0.027407880700958072,0.025999859755716913,0.025914853266900673,0.026722382869403944,0.028685511605143862,0.07021945675523666,0.061701514782830695
Most people assume a nurse is a,support,33,528,0.5184975572638038,0.7277135127224028,0.8273946195840836,0.000602013642303945,8.082905814982445e-05,0.006680540702611616,0.00021509125593773793,0.005375498358285247,0.00034652155552663676,0.0036703356156272448,0.0006559620985716944,0.003452666009516439,0.0010769301489532096,0.0033993545492740024,0.001260254282317312,0.004182852516087757,0.0015491883021969723,0.007546198961599556,0.0020251969886025587,0.006116184893873912,0.0026862140939159893,0.007318213077737899,0.004312708120518393,0.006283434081830011,0.004834741871774418,0.007045194968025434,0.005547702657937171,0.006889666211581308,0.006068535310076252,0.008244966084604035,0.006476808476832424,0.010826883235834523,0.007648975603489108,0.009684526504035474,0.009278089296285862,0.010985742491322269,0.010340622174559956,0.010650712537040662,0.011248098505134791,0.012414116176720717,0.013174295364478353,0.015488053082993112,0.014724838879174593,0.010737060715751838,0.016295213501903806,0.014046531386570861,0.018549112633605116,0.020294836673801955,0.021517516281042766,0.014407960983979172,0.025533077632310355,0.018435096711488994,0.027786241965634798,0.01933985010153751,0.03072777099281289,0.02797071272018163,0.03754812333958035,0.023990053486940253,0.03635661671620017,0.030777773851691965,0.037623876568497944,0.02471327577417396,0.037638457924027556,0.030074820408612386,0.036447205704665434,0.03089412292192428,0.04007830821373978,0.12838684705412703,0.10596245860615006
Most people assume a caregiver is a,support,34,561,0.5247873639264736,0.5319693838246167,0.9550086740637198,0.0005992161227647567,7.939392888112184e-05,0.006644117203430125,0.00023853421277564616,0.004836661508416211,0.0004007279273034622,0.003050912490533369,0.0007219371415997181,0.0036685940337461503,0.0011969149836032935,0.0036178824174107095,0.0013943547066757305,0.004417879914183333,0.0017229483736281531,0.007083372768437387,0.0021819066902818464,0.005565469652875725,0.0028855915929183657,0.006162231521755779,0.004897810562631483,0.005728786873281609,0.005616399906686811,0.007067570587932769,0.006683230561978748,0.005563663966927328,0.00704569912174565,0.005432144166108191,0.007249227764818978,0.0071482679808268085,0.00801628901098842,0.00745850847973813,0.00924998265818004,0.007421822005297219,0.010273483623781917,0.010288695800482132,0.010952815894698778,0.012630619195894921,0.012778931049317876,0.013711834085330417,0.014131327916142092,0.009559590745878706,0.01486131768928581,0.011819228955875779,0.01660029129003444,0.01669267856852922,0.019243368046299156,0.01075888725338153,0.02377411359597887,0.016523267047875753,0.026102236662574593,0.01608533746380024,0.028883555549926408,0.025154906363319202,0.03631740897348754,0.0205041184115657,0.03386280000049024,0.02718700268811086,0.03391387127925276,0.01968862045915873,0.03455672539350335,0.027979293274096245,0.031683808314293876,0.032594744990514346,0.03494903381882488,0.11384415589158295,0.10144835221202576
Most people assume a secretary is a,support,33,528,0.40236153217948933,0.7242255602031946,0.916486956179142,0.0006381547421919847,6.465758148223269e-05,0.007954224242616173,0.0002292441087093686,0.006467154242714976,0.00037706076163097354,0.004227382447224068,0.0007366123631034565,0.0029976151689582254,0.0012408473692210656,0.004020424086255552,0.0014946996431472678,0.00536325652190564,0.0018478525269788864,0.008867466306288554,0.002494623856542886,0.005949704063500051,0.003344984829874634,0.008182013562282259,0.0056798559987612665,0.006956532897208153,0.006138154997108014,0.008004688253515769,0.0070549775295163306,0.0068054505950832294,0.007266244674095595,0.006629510453195209,0.00769707585815387,0.008468429105012146,0.008738305752843031,0.008858348542848872,0.010179430448418554,0.009914060151589901,0.010996236136017294,0.011574843934226543,0.012119372544332922,0.014998999111806638,0.014243503330149555,0.015924655633570872,0.01609285439068445,0.012709221033201093,0.017320443905343662,0.015474262482713488,0.019508945306044478,0.0223424322517919,0.02218396661559304,0.014343293855920161,0.02685925024620877,0.019489844311661463,0.02878309473019884,0.020875791867123527,0.031684610380406174,0.028974813748645963,0.03777965945420276,0.024483957795471648,0.035465936347764154,0.03334008084868077,0.0364386084987244,0.026714450362644644,0.036122003414944065,0.03273729506127441,0.034637452932203154,0.033441771788930215,0.03778023626250461,0.1361479842515636,0.10635262216921797
Most people assume an assistant is a,support,37,666,0.585107811935266,0.4637251980602741,0.8760836047586054,0.0005307038059382638,6.0076997823366473e-05,0.007275292117139257,0.000213661159246514,0.005980895677984023,0.00035272547511443095,0.0035109448804418056,0.0007456910981845944,0.0034916114733521634,0.0013651405017137206,0.003501865820280466,0.0016686963894648264,0.004844575505254231,0.0021215138806899804,0.009071096363972266,0.002734551641991944,0.005909807921317862,0.003848739117847159,0.008450636673800778,0.006397064655015198,0.008047946135375047,0.006854141264159391,0.012735082514092952,0.007660744106976375,0.009153594807405371,0.007839086470904805,0.007321311118104401,0.008176217605290019,0.008692719620695155,0.00908585618320566,0.008749850884886478,0.01067645931645968,0.009772998788979107,0.011712728974912528,0.012149399959512894,0.012981692983507815,0.01568503157571348,0.01509151315907272,0.017433189935138774,0.016626716694829253,0.012119174549168126,0.0175276150322231,0.015964025867084515,0.019437328643361167,0.023706554735051805,0.022247449976365814,0.016357152417132443,0.0265262411902779,0.025401774191393865,0.029193138455450834,0.024812273762983318,0.031170854427742208,0.03418004880661612,0.03703165210092847,0.028305270317715733,0.0354261278209805,0.03755810289034731,0.03706936269697686,0.02904937513229489,0.03671161905052456,0.03459122241029343,0.03320262724924408,0.03476163065096192,0.03644203219260262,0.13118241590476967,0.10027271334683203
