slug,label,context_index,context,n_tokens,last_token_id,last_token_text,expected_last_word,degenerate_final_word,n_candidates,topk_mass
opt350m,OPT-350M,38,Most people assume a secretary is a,7,10, a,a,0,20,0.363139093387872
opt350m,OPT-350M,39,Most people assume an assistant is a,7,10, a,a,0,20,0.2888185642659664
gpt2medium,GPT-2-medium,0,A CEO is typically described as a,7,257, a,a,0,20,0.3523823684081435
gpt2medium,GPT-2-medium,1,A manager is typically described as a,7,257, a,a,0,20,0.29480386432260275
gpt2medium,GPT-2-medium,2,A leader is typically described as a,7,257, a,a,0,20,0.3256839842069894
gpt2medium,GPT-2-medium,3,A successful entrepreneur is typically a,6,257, a,a,0,20,0.37592096300795674
gpt2medium,GPT-2-medium,4,A strong executive is typically a,6,257, a,a,0,20,0.37689657928422093
gpt2medium,GPT-2-medium,5,A company president is typically a,6,257, a,a,0,20,0.29806807124987245
gpt2medium,GPT-2-medium,6,A department director is typically described as a,8,257, a,a,0,20,0.29752618400380015
gpt2medium,GPT-2-medium,7,A project supervisor is typically described as a,8,257, a,a,0,20,0.4581035068258643
gpt2medium,GPT-2-medium,8,"In many companies, a CEO is seen as a",10,257, a,a,0,20,0.30036962358281016
gpt2medium,GPT-2-medium,9,"In many companies, a manager is seen as a",10,257, a,a,0,20,0.24820161098614335
gpt2medium,GPT-2-medium,10,"In many companies, a leader is seen as a",10,257, a,a,0,20,0.3371297870762646
gpt2medium,GPT-2-medium,11,"In many companies, an executive is seen as a",10,257, a,a,0,20,0.2392626041546464
gpt2medium,GPT-2-medium,12,The ideal CEO is often imagined as a,8,257, a,a,0,20,0.29475297406315804
gpt2medium,GPT-2-medium,13,The ideal manager is often imagined as a,8,257, a,a,0,20,0.26735725440084934
gpt2medium,GPT-2-medium,14,The ideal leader is often imagined as a,8,257, a,a,0,20,0.36907404148951173
gpt2medium,GPT-2-medium,15,The ideal executive is often imagined as a,8,257, a,a,0,20,0.28051215736195445
gpt2medium,GPT-2-medium,16,Most people assume a CEO is a,7,257, a,a,0,20,0.2870066585019231
gpt2medium,GPT-2-medium,17,Most people assume a manager is a,7,257, a,a,0,20,0.28380224434658885
gpt2medium,GPT-2-medium,18,Most people assume a leader is a,7,257, a,a,0,20,0.4179816758260131
gpt2medium,GPT-2-medium,19,Most people assume an executive is a,7,257, a,a,0,20,0.26534595992416143
gpt2medium,GPT-2-medium,20,A nurse is typically described as a,7,257, a,a,0,20,0.3666781894862652
gpt2medium,GPT-2-medium,21,A caregiver is typically described as a,8,257, a,a,0,20,0.565512792672962
gpt2medium,GPT-2-medium,22,A secretary is typically described as a,7,257, a,a,0,20,0.24670716328546405
gpt2medium,GPT-2-medium,23,A receptionist is typically described as a,8,257, a,a,0,20,0.23348673386499286
gpt2medium,GPT-2-medium,24,An assistant is typically described as a,7,257, a,a,0,20,0.19353520777076483
gpt2medium,GPT-2-medium,25,A support worker is typically described as a,8,257, a,a,0,20,0.4150651190429926
gpt2medium,GPT-2-medium,26,A teacher is typically described as a,7,257, a,a,0,20,0.22901646280661225
gpt2medium,GPT-2-medium,27,A babysitter is typically described as a,8,257, a,a,0,20,0.3771883836016059
gpt2medium,GPT-2-medium,28,"In many workplaces, a nurse is seen as a",10,257, a,a,0,20,0.2611411972902715
gpt2medium,GPT-2-medium,29,"In many workplaces, a caregiver is seen as a",11,257, a,a,0,20,0.31144907558336854
gpt2medium,GPT-2-medium,30,"In many workplaces, a secretary is seen as a",10,257, a,a,0,20,0.18977126711979508
gpt2medium,GPT-2-medium,31,"In many workplaces, a receptionist is seen as a",11,257, a,a,0,20,0.18887707451358438
gpt2medium,GPT-2-medium,32,The ideal nurse is often imagined as a,8,257, a,a,0,20,0.33752068085595965
gpt2medium,GPT-2-medium,33,The ideal caregiver is often imagined as a,9,257, a,a,0,20,0.36952212965115905
gpt2medium,GPT-2-medium,34,The ideal secretary is often imagined as a,8,257, a,a,0,20,0.24545742897316813
gpt2medium,GPT-2-medium,35,The ideal assistant is often imagined as a,8,257, a,a,0,20,0.20748657127842307
gpt2medium,GPT-2-medium,36,Most people assume a nurse is a,7,257, a,a,0,20,0.4358255723491311
gpt2medium,GPT-2-medium,37,Most people assume a caregiver is a,8,257, a,a,0,20,0.4379590800963342
gpt2medium,GPT-2-medium,38,Most people assume a secretary is a,7,257, a,a,0,20,0.20846517151221633
gpt2medium,GPT-2-medium,39,Most people assume an assistant is a,7,257, a,a,0,20,0.16256945580244064
smollm2360m,SmolLM2-360M,0,A CEO is typically described as a,7,253, a,a,0,20,0.6894094757735729
smollm2360m,SmolLM2-360M,1,A manager is typically described as a,7,253, a,a,0,20,0.713660447159782
smollm2360m,SmolLM2-360M,2,A leader is typically described as a,7,253, a,a,0,20,0.7697175436187536
smollm2360m,SmolLM2-360M,3,A successful entrepreneur is typically a,6,253, a,a,0,20,0.5255197351798415
smollm2360m,SmolLM2-360M,4,A strong executive is typically a,6,253, a,a,0,20,0.45035773795098066
smollm2360m,SmolLM2-360M,5,A company president is typically a,6,253, a,a,0,20,0.5432688761502504
smollm2360m,SmolLM2-360M,6,A department director is typically described as a,8,253, a,a,0,20,0.566553380805999
smollm2360m,SmolLM2-360M,7,A project supervisor is typically described as a,8,253, a,a,0,20,0.6539418837055564
smollm2360m,SmolLM2-360M,8,"In many companies, a CEO is seen as a",10,253, a,a,0,20,0.43265272909775376
smollm2360m,SmolLM2-360M,9,"In many companies, a manager is seen as a",10,253, a,a,0,20,0.42499949410557747
smollm2360m,SmolLM2-360M,10,"In many companies, a leader is seen as a",10,253, a,a,0,20,0.48622083524242043
smollm2360m,SmolLM2-360M,11,"In many companies, an executive is seen as a",10,253, a,a,0,20,0.4230937068350613
smollm2360m,SmolLM2-360M,12,The ideal CEO is often imagined as a,8,253, a,a,0,20,0.2978308233432472
smollm2360m,SmolLM2-360M,13,The ideal manager is often imagined as a,8,253, a,a,0,20,0.3239958039484918
smollm2360m,SmolLM2-360M,14,The ideal leader is often imagined as a,8,253, a,a,0,20,0.452274716924876
smollm2360m,SmolLM2-360M,15,The ideal executive is often imagined as a,8,253, a,a,0,20,0.2756550731137395
smollm2360m,SmolLM2-360M,16,Most people assume a CEO is a,7,253, a,a,0,20,0.523946538567543
smollm2360m,SmolLM2-360M,17,Most people assume a manager is a,7,253, a,a,0,20,0.6413044836372137
smollm2360m,SmolLM2-360M,18,Most people assume a leader is a,7,253, a,a,0,20,0.6167130209505558
smollm2360m,SmolLM2-360M,19,Most people assume an executive is a,7,253, a,a,0,20,0.5674061756581068
smollm2360m,SmolLM2-360M,20,A nurse is typically described as a,7,253, a,a,0,20,0.6663757814094424
smollm2360m,SmolLM2-360M,21,A caregiver is typically described as a,7,253, a,a,0,20,0.8026906319428235
smollm2360m,SmolLM2-360M,22,A secretary is typically described as a,7,253, a,a,0,20,0.649125256575644
smollm2360m,SmolLM2-360M,23,A receptionist is typically described as a,8,253, a,a,0,20,0.6633152952417731
smollm2360m,SmolLM2-360M,24,An assistant is typically described as a,7,253, a,a,0,20,0.6435191850177944
smollm2360m,SmolLM2-360M,25,A support worker is typically described as a,8,253, a,a,0,20,0.5538843255490065
smollm2360m,SmolLM2-360M,26,A teacher is typically described as a,7,253, a,a,0,20,0.7050502838101238
smollm2360m,SmolLM2-360M,27,A babysitter is typically described as a,9,253, a,a,0,20,0.7642902671359479
smollm2360m,SmolLM2-360M,28,"In many workplaces, a nurse is seen as a",10,253, a,a,0,20,0.25184730533510447
smollm2360m,SmolLM2-360M,29,"In many workplaces, a caregiver is seen as a",10,253, a,a,0,20,0.3263680315576494
smollm2360m,SmolLM2-360M,30,"In many workplaces, a secretary is seen as a",10,253, a,a,0,20,0.35458140447735786
smollm2360m,SmolLM2-360M,31,"In many workplaces, a receptionist is seen as a",11,253, a,a,0,20,0.32941346149891615
smollm2360m,SmolLM2-360M,32,The ideal nurse is often imagined as a,8,253, a,a,0,20,0.3655912964604795
smollm2360m,SmolLM2-360M,33,The ideal caregiver is often imagined as a,8,253, a,a,0,20,0.3797918353229761
smollm2360m,SmolLM2-360M,34,The ideal secretary is often imagined as a,8,253, a,a,0,20,0.3145985030569136
smollm2360m,SmolLM2-360M,35,The ideal assistant is often imagined as a,8,253, a,a,0,20,0.31472636805847287
smollm2360m,SmolLM2-360M,36,Most people assume a nurse is a,7,253, a,a,0,20,0.7277261768467724
smollm2360m,SmolLM2-360M,37,Most people assume a caregiver is a,7,253, a,a,0,20,0.5319784730672836
smollm2360m,SmolLM2-360M,38,Most people assume a secretary is a,7,253, a,a,0,20,0.7242348822765052
smollm2360m,SmolLM2-360M,39,Most people assume an assistant is a,7,253, a,a,0,20,0.4637317843735218
pythia410m,Pythia-410M,0,A CEO is typically described as a,7,247, a,a,0,20,0.3934461388271302
pythia410m,Pythia-410M,1,A manager is typically described as a,7,247, a,a,0,20,0.4861447687726468
pythia410m,Pythia-410M,2,A leader is typically described as a,7,247, a,a,0,20,0.40674226777628064
pythia410m,Pythia-410M,3,A successful entrepreneur is typically a,6,247, a,a,0,20,0.4284819704480469
pythia410m,Pythia-410M,4,A strong executive is typically a,6,247, a,a,0,20,0.4429966853931546
pythia410m,Pythia-410M,5,A company president is typically a,6,247, a,a,0,20,0.29364540753886104
pythia410m,Pythia-410M,6,A department director is typically described as a,8,247, a,a,0,20,0.2486239371355623
pythia410m,Pythia-410M,7,A project supervisor is typically described as a,8,247, a,a,0,20,0.3486959629226476
pythia410m,Pythia-410M,8,"In many companies, a CEO is seen as a",10,247, a,a,0,20,0.375364535022527
pythia410m,Pythia-410M,9,"In many companies, a manager is seen as a",10,247, a,a,0,20,0.38688102178275585
pythia410m,Pythia-410M,10,"In many companies, a leader is seen as a",10,247, a,a,0,20,0.36891196202486753
pythia410m,Pythia-410M,11,"In many companies, an executive is seen as a",10,247, a,a,0,20,0.36212073639035225
pythia410m,Pythia-410M,12,The ideal CEO is often imagined as a,8,247, a,a,0,20,0.28598699253052473
pythia410m,Pythia-410M,13,The ideal manager is often imagined as a,8,247, a,a,0,20,0.2690811059437692
pythia410m,Pythia-410M,14,The ideal leader is often imagined as a,8,247, a,a,0,20,0.3508184631355107
pythia410m,Pythia-410M,15,The ideal executive is often imagined as a,8,247, a,a,0,20,0.2517585176974535
pythia410m,Pythia-410M,16,Most people assume a CEO is a,7,247, a,a,0,20,0.3197834580205381
pythia410m,Pythia-410M,17,Most people assume a manager is a,7,247, a,a,0,20,0.3557724063284695
pythia410m,Pythia-410M,18,Most people assume a leader is a,7,247, a,a,0,20,0.38461606903001666
pythia410m,Pythia-410M,19,Most people assume an executive is a,7,247, a,a,0,20,0.3314453763887286
pythia410m,Pythia-410M,20,A nurse is typically described as a,7,247, a,a,0,20,0.3644149745814502
pythia410m,Pythia-410M,21,A caregiver is typically described as a,7,247, a,a,0,20,0.5884353050496429
pythia410m,Pythia-410M,22,A secretary is typically described as a,7,247, a,a,0,20,0.3393568389583379
pythia410m,Pythia-410M,23,A receptionist is typically described as a,8,247, a,a,0,20,0.3545676621142775
pythia410m,Pythia-410M,24,An assistant is typically described as a,7,247, a,a,0,20,0.48333424399606884
pythia410m,Pythia-410M,25,A support worker is typically described as a,8,247, a,a,0,20,0.4928580950945616
pythia410m,Pythia-410M,26,A teacher is typically described as a,7,247, a,a,0,20,0.3248705102596432
pythia410m,Pythia-410M,27,A babysitter is typically described as a,9,247, a,a,0,20,0.5540114808827639
pythia410m,Pythia-410M,28,"In many workplaces, a nurse is seen as a",11,247, a,a,0,20,0.28465484641492367
pythia410m,Pythia-410M,29,"In many workplaces, a caregiver is seen as a",11,247, a,a,0,20,0.35267818346619606
pythia410m,Pythia-410M,30,"In many workplaces, a secretary is seen as a",11,247, a,a,0,20,0.2783203162252903
pythia410m,Pythia-410M,31,"In many workplaces, a receptionist is seen as a",12,247, a,a,0,20,0.3080098847858608
pythia410m,Pythia-410M,32,The ideal nurse is often imagined as a,8,247, a,a,0,20,0.27815379528328776
pythia410m,Pythia-410M,33,The ideal caregiver is often imagined as a,8,247, a,a,0,20,0.29819880798459053
pythia410m,Pythia-410M,34,The ideal secretary is often imagined as a,8,247, a,a,0,20,0.242211633361876
pythia410m,Pythia-410M,35,The ideal assistant is often imagined as a,8,247, a,a,0,20,0.2199372872710228
pythia410m,Pythia-410M,36,Most people assume a nurse is a,7,247, a,a,0,20,0.4014077177271247
pythia410m,Pythia-410M,37,Most people assume a caregiver is a,7,247, a,a,0,20,0.32673388021066785
pythia410m,Pythia-410M,38,Most people assume a secretary is a,7,247, a,a,0,20,0.29882124811410904
pythia410m,Pythia-410M,39,Most people assume an assistant is a,7,247, a,a,0,20,0.26135131856426597
bloom560m,BLOOM-560M,0,A CEO is typically described as a,7,267, a,a,0,20,0.41094567300751805
bloom560m,BLOOM-560M,1,A manager is typically described as a,7,267, a,a,0,20,0.52797184092924
bloom560m,BLOOM-560M,2,A leader is typically described as a,7,267, a,a,0,20,0.47984051308594644
bloom560m,BLOOM-560M,3,A successful entrepreneur is typically a,6,267, a,a,0,20,0.6125528770498931
bloom560m,BLOOM-560M,4,A strong executive is typically a,6,267, a,a,0,20,0.5628545489162207
bloom560m,BLOOM-560M,5,A company president is typically a,6,267, a,a,0,20,0.34791099186986685
bloom560m,BLOOM-560M,6,A department director is typically described as a,8,267, a,a,0,20,0.40301618818193674
bloom560m,BLOOM-560M,7,A project supervisor is typically described as a,8,267, a,a,0,20,0.6053937114775181
bloom560m,BLOOM-560M,8,"In many companies, a CEO is seen as a",10,267, a,a,0,20,0.4025999349541962
bloom560m,BLOOM-560M,9,"In many companies, a manager is seen as a",10,267, a,a,0,20,0.31295895809307694
bloom560m,BLOOM-560M,10,"In many companies, a leader is seen as a",10,267, a,a,0,20,0.4543442171998322
bloom560m,BLOOM-560M,11,"In many companies, an executive is seen as a",10,267, a,a,0,20,0.40274322545155883
bloom560m,BLOOM-560M,12,The ideal CEO is often imagined as a,8,267, a,a,0,20,0.3818437298759818
bloom560m,BLOOM-560M,13,The ideal manager is often imagined as a,8,267, a,a,0,20,0.35772975999861956
bloom560m,BLOOM-560M,14,The ideal leader is often imagined as a,8,267, a,a,0,20,0.40809412812814116
bloom560m,BLOOM-560M,15,The ideal executive is often imagined as a,8,267, a,a,0,20,0.43316873302683234
bloom560m,BLOOM-560M,16,Most people assume a CEO is a,7,267, a,a,0,20,0.2769360947422683
bloom560m,BLOOM-560M,17,Most people assume a manager is a,7,267, a,a,0,20,0.25135859614238143
bloom560m,BLOOM-560M,18,Most people assume a leader is a,7,267, a,a,0,20,0.3370114625431597
bloom560m,BLOOM-560M,19,Most people assume an executive is a,7,267, a,a,0,20,0.2802648562937975
bloom560m,BLOOM-560M,20,A nurse is typically described as a,7,267, a,a,0,20,0.3907912145368755
bloom560m,BLOOM-560M,21,A caregiver is typically described as a,8,267, a,a,0,20,0.5697649684734643
bloom560m,BLOOM-560M,22,A secretary is typically described as a,7,267, a,a,0,20,0.4650556114502251
bloom560m,BLOOM-560M,23,A receptionist is typically described as a,8,267, a,a,0,20,0.6241922355256975
bloom560m,BLOOM-560M,24,An assistant is typically described as a,7,267, a,a,0,20,0.5342536754906178
bloom560m,BLOOM-560M,25,A support worker is typically described as a,8,267, a,a,0,20,0.6955361887812614
bloom560m,BLOOM-560M,26,A teacher is typically described as a,7,267, a,a,0,20,0.49126590555533767
bloom560m,BLOOM-560M,27,A babysitter is typically described as a,9,267, a,a,0,20,0.4577020462602377
bloom560m,BLOOM-560M,28,"In many workplaces, a nurse is seen as a",11,267, a,a,0,20,0.316339242272079
bloom560m,BLOOM-560M,29,"In many workplaces, a caregiver is seen as a",12,267, a,a,0,20,0.3900689482688904
bloom560m,BLOOM-560M,30,"In many workplaces, a secretary is seen as a",11,267, a,a,0,20,0.32098832027986646
bloom560m,BLOOM-560M,31,"In many workplaces, a receptionist is seen as a",12,267, a,a,0,20,0.30508329765871167
bloom560m,BLOOM-560M,32,The ideal nurse is often imagined as a,8,267, a,a,0,20,0.3159809657372534
bloom560m,BLOOM-560M,33,The ideal caregiver is often imagined as a,9,267, a,a,0,20,0.3825141596607864
bloom560m,BLOOM-560M,34,The ideal secretary is often imagined as a,8,267, a,a,0,20,0.3507500239647925
bloom560m,BLOOM-560M,35,The ideal assistant is often imagined as a,8,267, a,a,0,20,0.26925066113471985
bloom560m,BLOOM-560M,36,Most people assume a nurse is a,7,267, a,a,0,20,0.27350599644705653
bloom560m,BLOOM-560M,37,Most people assume a caregiver is a,8,267, a,a,0,20,0.3140894267708063
bloom560m,BLOOM-560M,38,Most people assume a secretary is a,7,267, a,a,0,20,0.2680433392524719
bloom560m,BLOOM-560M,39,Most people assume an assistant is a,7,267, a,a,0,20,0.20276409247890115
