context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30
A nurse is typically described as a,support,37,666,0.496198958428759,0.5493578147143126,0.9298240575008094,0.5819260872813175,0.9351616051585552,0.001038318323521513,9.43854796588263e-05,0.008257353822860155,0.0005434867307027655,0.006398526091150543,0.0006088572182697988,0.005682993660202895,0.0011024300993922567,0.004159831377925444,0.00217270716042796,0.0071776239865843925,0.004398430428580439,0.008647016238389031,0.007600668890899861,0.00939619192871994,0.010995599165250187,0.008180106279434638,0.011495661428649223,0.009088310629731054,0.011637152273102433,0.009348114355845255,0.011617896213252122,0.009959247383392938,0.0116250943090486,0.011499852327044893,0.012877024174104539,0.014017747405207262,0.015177665693623632,0.01785953627542481,0.017702349071972445,0.014295582812620212,0.019122603096771405,0.01511547335101204,0.020980492300783096,0.015706895690691013,0.024633501094953013,0.014408084191225466,0.028166225579622443,0.018363756576106255,0.031055711850897737,0.01792532233226772,0.04230932497163474,0.01836413281534177,0.04530628753782506,0.01747947195236453,0.052106716164524315,0.021987007574820968,0.06050410028328019,0.02614785197770639,0.06276872122371242,0.0209623397556901,0.05564715905359928,0.022111256622899745,0.05277710405666414,0.023475864023319425,0.06073896927557378,0.032696746229174956,0.06874637691319206,0.0293151954119215,0.06895431492457843,0.16512610129224112,0.20171633946258583
A caregiver is typically described as a,support,35,595,0.370714425793741,0.6939659980125725,0.7594719105400145,0.7111813530500513,0.7772331807996125,0.0010813479563100724,8.722884435318688e-05,0.0073199714467215675,0.0004824393123700548,0.006828351703874336,0.0006019865413073168,0.006393592580276516,0.0011535575277995503,0.005726263371403374,0.002014534697190316,0.008895174499671404,0.003515938927377712,0.010183529663725738,0.005191741059668039,0.008932900302041304,0.007241790661069045,0.006742071128626301,0.007905639887420584,0.007647435467797405,0.008219983499560905,0.008489784926938781,0.008521651103530073,0.008649128821961165,0.008954147371502486,0.010462338762418817,0.010286197767785471,0.011210021901350264,0.012039290465475748,0.01560057378717111,0.014498021685950827,0.013318196600949173,0.016224173140401033,0.013483539140849729,0.018350041385037312,0.016735651789683392,0.021885326195730772,0.016122102897088784,0.025505202042626747,0.022611199024464793,0.02928913757801798,0.02124911767356521,0.03983630813778966,0.02016176573502563,0.041740297376964226,0.018511707323998816,0.048373698129501576,0.021809126985284973,0.055917197130324996,0.02882251352186362,0.05870027233440527,0.024318059299322216,0.05226826807971141,0.02660303059347857,0.04996797160307991,0.02953749117434542,0.057901913922384286,0.036717553376197726,0.061363354520483235,0.03558266247682458,0.06115004269724773,0.17537842273547444,0.18671716076062436
A secretary is typically described as a,support,36,630,0.47077177850299023,0.46202417463064194,0.819946340052411,0.4781825474674406,0.8339401312696282,0.0010793444550622087,6.841361853354401e-05,0.007419332256675523,0.0004895737968628158,0.007117787135389155,0.0006196166617988151,0.006593767554858962,0.0011444892580901064,0.006183112305732689,0.001877103570515373,0.005777369791181039,0.0029778069878488053,0.007873027107806158,0.004644650993615582,0.008176291083047115,0.006271480375984292,0.007793669351354901,0.007339866088894741,0.00903626507454472,0.008256994303081537,0.01145187006227184,0.008696073003621248,0.012263443283870837,0.009574694475380162,0.01242870029066581,0.011152649602923158,0.01364634659070071,0.013475786442635775,0.01726642364710946,0.01694461594209281,0.01832052879813737,0.019009373473728233,0.015402236301954295,0.021279135245537893,0.019807573442323135,0.02556550506283585,0.019385351479226383,0.02915774640329213,0.026696965317587067,0.032352954565008446,0.026005472330702637,0.045614244002080966,0.021802559695686636,0.04944286138729148,0.02161386565659261,0.0570093386350993,0.02604825847143788,0.06697687604265992,0.03296284800043335,0.06749740004811039,0.03197649438573316,0.05772013460541971,0.03385697186759719,0.05473439247892645,0.037333705143774445,0.06154001826163255,0.04456008805838226,0.0659615553621987,0.04100114104133172,0.06597501208329548,0.17738717737699142,0.23052941793548135
A receptionist is typically described as a,support,35,595,0.4102197324682388,0.4166360152885318,0.7913320483639836,0.44078768429972115,0.8094811183946149,0.0011575393095924133,7.943748233055929e-05,0.007016534230896144,0.00047693366889258105,0.007117777500790178,0.00059493873913119,0.007299799110795725,0.0011024069271530624,0.006636497673813487,0.0018854783795368504,0.005220499915992425,0.003494758337195404,0.008338113406067323,0.005435835135150418,0.007849534453654076,0.006899820329364029,0.008002620818761196,0.008065514519892097,0.00914617438102959,0.008773525972073941,0.011261579594068283,0.009159436960343255,0.011155133122972739,0.009619959874428591,0.011888770092450056,0.011088113463207747,0.013479026801145745,0.013054052375909014,0.018353973031904013,0.016185694571335774,0.016377786417208984,0.018751035680126774,0.014817900367605096,0.020081188749345082,0.01885272818116037,0.023948014191610387,0.016797960966870203,0.027781480816644562,0.023498972443766003,0.03006935757198558,0.024346593366208445,0.039613434365542384,0.022448869249587368,0.04313313443242382,0.022034915319856626,0.05024040616809432,0.029466544106624182,0.061877333357721324,0.03360793399610377,0.0633964862703561,0.03191570384616842,0.053153344434171565,0.030679926598250792,0.05046970889555318,0.03260306054225313,0.055805676558087894,0.04029746249995523,0.060977462197064625,0.03821587846721221,0.0612810854665071,0.1664009295923225,0.20799009941974222
An assistant is typically described as a,support,34,561,0.4130860654320992,0.35170246148481965,0.7039330531843007,0.368984241875296,0.7237816349970672,0.0012022699114901713,7.693299738361376e-05,0.007519593937653702,0.00048008383177699083,0.00750474179613298,0.0005787394056303639,0.0051877629921966,0.0010281374228924833,0.0055007706888307905,0.001797400942331776,0.004635184004964871,0.0027559204316149953,0.007049572681765693,0.0041935645952976925,0.007850410705292125,0.006025113736235523,0.007178612596863434,0.006921980190387367,0.008293195553790244,0.007461816621551392,0.011298428053210059,0.008059789256432477,0.012556891255265016,0.008963069867885542,0.013416107265439445,0.010123104430471855,0.01270414055557109,0.012070936656621126,0.011517668002113348,0.015333299963320298,0.020138138149745896,0.016850376308879388,0.012303214742319612,0.01931619962436481,0.020199533216716824,0.02223416993615372,0.021270768198604073,0.025973515722262946,0.028176761430957747,0.029572457191685813,0.030455585312736577,0.03893959727523013,0.020260673235843202,0.04151090413590325,0.014616309805586087,0.04775113776485582,0.020505252069590953,0.05648762070476122,0.02653892749333292,0.05844326734437102,0.03174387841505564,0.05366997257150907,0.036612330923599105,0.05126199067093904,0.04182111130441367,0.05943814469607614,0.047248711295406705,0.06333270342382867,0.044605291170206826,0.061151872088456904,0.16485495853869947,0.16230918617676185
A support worker is typically described as a,support,33,528,0.40123898948310677,0.4770100065506995,0.7321301032789052,0.4877901577092416,0.7442985836678417,0.0011089331515464053,6.907344095240958e-05,0.006611369572281312,0.0004587622144748417,0.00685476746893387,0.0005767812185649499,0.006681064078524177,0.0010769457816894531,0.0070028924155426525,0.0017943666059036304,0.005781219533727594,0.0029340167890011914,0.008493689327124257,0.004242460482265075,0.008217739704442742,0.00598942424662643,0.0072546234003291995,0.007156314003943978,0.008646365518798564,0.007722781072933143,0.009981604981848002,0.008198480797204762,0.010503466080679147,0.008783954078854522,0.011367840892515663,0.010004344492703097,0.011569047094644767,0.011501389669820825,0.011746853354833615,0.01378387525595851,0.0149877241511881,0.015733982422724686,0.011786510241664098,0.01809378199138934,0.016526557818400955,0.021450257990996282,0.016365249240459234,0.02597441504592393,0.022885989271277878,0.029279656214004215,0.022494217071580863,0.03790548963197741,0.018484217436217355,0.04044917951436649,0.017886401311219786,0.04595143277990781,0.026343067653253276,0.056607626542353115,0.03615226011211035,0.06053963641870496,0.03970506844989862,0.05263616849916718,0.04217876577039063,0.05200081909710413,0.04720914355676933,0.06032551321804869,0.05395213421327748,0.06461382927078294,0.05157334995371782,0.06377444465768627,0.1778814018438006,0.16456307506788645
A teacher is typically described as a,support,33,528,0.4981499501930717,0.5152615709230304,0.8778981096111238,0.5344347931968514,0.8838632679071452,0.0011449585210458867,8.450755221912531e-05,0.007592907620958474,0.0004787570405945846,0.006282608135946039,0.0005757767485885557,0.005922379253300646,0.0010383904521591874,0.005911446965064973,0.0018154755523937778,0.006506441685330535,0.0028009588450058497,0.007765282978496734,0.003975237512692784,0.00746413117023634,0.005210567563492793,0.006691810071668972,0.005950616709138626,0.00726519488806056,0.00636020506941472,0.008699940382556722,0.006573444048064434,0.009185801148743341,0.0072370931758285965,0.009292668212760155,0.008586839119306766,0.010041098069256864,0.010678341611854944,0.015459148748570219,0.013458427725550686,0.011202708767870625,0.014622911762123299,0.011060604516019935,0.017452341789060574,0.011755786845264293,0.02070199852961145,0.011741651321337629,0.023554017988883062,0.015799336563820477,0.02691109177336591,0.01802663756068023,0.041375663509851564,0.02013712998979184,0.04540719234263982,0.019627060805896827,0.05213396326845269,0.02258847677372709,0.05876236245002303,0.027570570110885168,0.06052330838792078,0.02360260355126737,0.05440480980031522,0.024391918095872718,0.050656349515503185,0.025634316458170672,0.05957716559143436,0.033685481285399575,0.06367380088331867,0.029834261994624085,0.06082335701460022,0.17605310425668577,0.19281259020493227
A babysitter is typically described as a,support,34,561,0.3947263479837055,0.4722429495304823,0.7935444735921919,0.5074135284230579,0.8121429716265993,0.001185300619811688,8.273688346935804e-05,0.007720398422380474,0.0005019717818636814,0.0071211145132520585,0.0006185061300820488,0.006655244194539793,0.001146924065547587,0.008930773481394644,0.001897749449062494,0.007582334871524141,0.0031431961013284734,0.011081512087601313,0.0052553311468631495,0.0096858777312399,0.006666786799645585,0.00774055851963774,0.007330872972409778,0.0084973781519526,0.0077821848330416575,0.009053538066796868,0.008037917537323292,0.00962108569837028,0.00829226739528698,0.010873493540926983,0.009856093706769258,0.010314690034127447,0.011450375139026855,0.014255915759841616,0.014105234749538072,0.013038450535013924,0.01624372377773021,0.013677012878497463,0.0191202785326411,0.016933820361888622,0.02321075472125625,0.014494867038417876,0.026884295295846097,0.020507812114690025,0.030458021397379166,0.01914567657453094,0.04051274193955449,0.016020621612739004,0.04322112374679268,0.017034647310545235,0.04892244829770482,0.021218543220454213,0.05665209121124811,0.026645247329956944,0.05856437967403405,0.026484326561260572,0.0538453037857894,0.028421564579809214,0.052025167633716465,0.031906932065309875,0.05834785950294924,0.03638639409524169,0.06219708209892542,0.03618729776289313,0.0625910894394606,0.14934024757652772,0.17771920724356183
"In many workplaces, a nurse is seen as a",support,34,561,0.2888008591004783,0.27048224303871393,0.7283654911443591,0.3088896851040772,0.7509495828198851,0.0010045789594094483,7.579942266668981e-05,0.0058178545006235,0.000354022783853374,0.007027570073701649,0.0004147443939080202,0.005636952168820582,0.0007072266815174359,0.0034395569048408497,0.0014273788926027324,0.0036902621544996016,0.0021944057917320826,0.006324404150074636,0.0031896195390739485,0.005460748343911727,0.004284772329686404,0.005184492672773964,0.0048413371914967866,0.0059903407426437835,0.005017063603901897,0.008210559691376972,0.005722657594369247,0.007647272910917646,0.0058692005004795725,0.007639727859112544,0.006389767464733892,0.009169428776770794,0.007499750395854817,0.013733713912763769,0.008745662402426786,0.010273355295330156,0.009612693991501876,0.01095238800510069,0.011564940932008308,0.012566234991512232,0.013881272401989948,0.01286410717961424,0.0156534933966699,0.016184218253658327,0.017551488391637667,0.016311717962850712,0.025308916751038083,0.014198397002138076,0.026259824719464343,0.012465300421627258,0.03149390718379439,0.019301422369446566,0.04005947476409951,0.024510639170290633,0.04057918770963551,0.024694602353632668,0.03417100492913245,0.02430230085522072,0.03383820578900493,0.026308036941081938,0.03905680803034987,0.03508675654393312,0.042415567713709364,0.03389639526754674,0.04367034554858608,0.14053586986780375,0.14121457092041
"In many workplaces, a caregiver is seen as a",support,35,595,0.2700487790950386,0.25171133130788803,0.6060242624953389,0.29923809874162544,0.6511327846674249,0.0009270983761248237,7.414520969469659e-05,0.0058890010772849975,0.0003615143735626277,0.006528954066663943,0.00041628606708044025,0.005597035876671446,0.0007084642642687155,0.0034517832280637584,0.0013173738697847184,0.0036376241809941315,0.0019559829539401146,0.006495644991792517,0.0028046861235063217,0.005381369013875223,0.0036017158730877233,0.004906984784100897,0.004206507814768799,0.004967299598545196,0.004335331153763988,0.0068163926628647354,0.004916334801013877,0.006361109506208783,0.005068850291108712,0.006066579277506579,0.005556769134571606,0.007390039355565774,0.006539632873269105,0.010006859925014102,0.007586253961147922,0.007959156406738038,0.008576218321916526,0.00882109591148377,0.010338989923178131,0.009884841857537635,0.012877887746521774,0.009785149108607094,0.014538356374137619,0.014406335825875945,0.015969249890291585,0.014943219501862802,0.0229940727095812,0.013655963397707565,0.023538321464019074,0.011752335456885196,0.029037081058589643,0.02133581331107983,0.0370879753126023,0.026811000261142744,0.03839352158648218,0.02258422253092636,0.031954759026442084,0.023714033343196564,0.03134521996511177,0.02537728545230171,0.03634938024842625,0.03610980012545515,0.038411769426077005,0.036168148088377705,0.038697405294327504,0.14742510760881772,0.11506291520219675
"In many workplaces, a secretary is seen as a",support,35,595,0.2504536595361338,0.27961331512779,0.6789144561626017,0.31730876929941587,0.7186534634092823,0.001099999456564228,7.399953720795985e-05,0.006194144221424481,0.00038013366223072734,0.006596319511158765,0.0004340570745500364,0.005596900717996695,0.0007225753023414677,0.003716169675733027,0.0012244081989669642,0.003899128566365932,0.0017154508653490933,0.005904786997628271,0.002588210249597646,0.005839739106979158,0.003441322744769001,0.006033945692217317,0.004354368257102149,0.0059633708427608715,0.004767808745241729,0.008095773733038764,0.005254056581136408,0.007605442708415181,0.005454626945854736,0.00727485570577308,0.005980126092010488,0.007843836421670788,0.00720721257649733,0.0112122252851994,0.008420475069131947,0.008389549889086424,0.009202271638452438,0.011487959728542003,0.011212409192183448,0.010005011428706662,0.013100102002999514,0.010816451749404113,0.01490802968095556,0.01419141949249595,0.01642347407533609,0.01647963792344071,0.024007440212184226,0.012191170025223118,0.025050215849621648,0.010392150357852115,0.0306984727005649,0.017520520750578215,0.03955009121488188,0.02329888114116901,0.040350149654304876,0.02136717057291939,0.033447681890378715,0.022842675459736318,0.032693894916414466,0.024452740281199613,0.037875307149646355,0.03437134822136878,0.04021142697014969,0.03220989987446573,0.041471838238779084,0.15342777498281482,0.13938089538024417
"In many workplaces, a receptionist is seen as a",support,34,561,0.2545623534649831,0.24948795465752482,0.6153578143566847,0.27659940271405503,0.6583694766741246,0.0009484470054226942,5.836338131242853e-05,0.005347639820574431,0.0003546302324461828,0.007184770173044105,0.0004272475901284166,0.006231899862465034,0.0007300148269856509,0.004473320967924405,0.0011998404329035212,0.004432112496867192,0.0017900352428966899,0.0062379591928071396,0.002639704619301562,0.005725289589688596,0.0034194780896395004,0.006233607283273379,0.004141209633744216,0.006828383839146632,0.0046600289436315575,0.008802751579307846,0.005390988858939049,0.008727859769378789,0.005536191540981126,0.008064800366545999,0.006095865628444062,0.009131772860231039,0.007122752784404359,0.014646298346075629,0.008608681863573952,0.009347928852347004,0.009503208766116947,0.010286293395098489,0.010874757837375449,0.011825756669140222,0.012723892716496377,0.01095745609514284,0.014305322784076938,0.015806719513947253,0.015885631784764,0.017180268399751255,0.023426717326791663,0.01273745877479494,0.02433592899504743,0.011305860629487973,0.029295366492599437,0.018364335134079635,0.036990998766176036,0.02270015751929448,0.0372993074438343,0.020391068260093934,0.030697663624751334,0.02194838906504993,0.030300179122311238,0.024273500144016736,0.03483126561872481,0.033606530099316585,0.03693930377339389,0.03273172728236105,0.038256307158277186,0.1555875650433325,0.12947095927220606
The ideal nurse is often imagined as a,support,31,465,0.34350306634946876,0.2726156720891595,0.7826621257700026,0.30877277511171997,0.7940224537160248,0.0011658900847928322,7.403325918864032e-05,0.0077607136808151645,0.0004368603079460821,0.009759107824903863,0.0005506828244991942,0.006911511338507637,0.0009055427346234026,0.004122706741270944,0.0017451132805430894,0.004926683925470795,0.0034615025449880902,0.008288581606038601,0.005510521533862237,0.008648236700101924,0.008232705578496922,0.008806312102090583,0.009499894679120179,0.01173450654615022,0.01071239030987939,0.014069148591793866,0.01111315231232677,0.015497760842953906,0.01190820481706445,0.016193512350715367,0.012445678980752332,0.017446057723852937,0.013636433609908771,0.01815063475207865,0.015150195572908445,0.01956965588452026,0.01757887630533284,0.01977958495608405,0.018267451758361183,0.02100982703629593,0.020692248297965454,0.02211249645789509,0.023972300444133513,0.026865816619443386,0.025595589843834147,0.024607663423528804,0.03084365837318319,0.024826698894399927,0.034537951315407975,0.021325055988272015,0.039354477127146854,0.0297381944743216,0.050808497679704794,0.03206335984641432,0.052122186945945205,0.02563016517877263,0.03995154968042715,0.02590905513254027,0.03752666833931594,0.030055525456712737,0.04337994553170246,0.03791035139317336,0.049490925618095975,0.039183643890671915,0.05137109693086468,0.1359088923296375,0.16743902746081574
The ideal caregiver is often imagined as a,support,31,465,0.23929470260352273,0.33666908787563443,0.6365118501707911,0.36844910494983196,0.6680236246902496,0.0011411593960843878,6.794465067081192e-05,0.00700595769505793,0.0003821121947516976,0.010156342999628566,0.0005070011652214348,0.007656688303127848,0.0008475258765030775,0.005297619309976902,0.0014891775786894683,0.005923531440945702,0.0025915743485533365,0.009278164874019688,0.003802891491947232,0.007653181579216078,0.0052943581588674165,0.006410481746147783,0.006265959612832706,0.007961103422778799,0.006697618547782581,0.009195712031059225,0.006907528609458199,0.009632596020316674,0.007476652977349294,0.011087128064752953,0.008256297737588148,0.012005110526937339,0.00920984400228401,0.01335759944260248,0.010620983192935777,0.014766526168208938,0.012146038747987826,0.01251636537890924,0.013023025034045921,0.013911365596060946,0.015531639355217465,0.013918535943620481,0.01822641773608595,0.019591673741438505,0.020189883114564763,0.017389327783919648,0.0249691483102749,0.01658213363460729,0.02768575462061655,0.013885702051892922,0.032848286300173904,0.022050655739615933,0.042020186175013505,0.026232806425016075,0.043022074005536926,0.019886039508129085,0.034471379682873136,0.022132555504779387,0.03307880427025304,0.02496792612162926,0.03811656001786003,0.03278570381591011,0.04334369907745784,0.033603240265830114,0.045014114540965565,0.13430572928543155,0.14270007843140303
The ideal secretary is often imagined as a,support,35,595,0.17932596335426265,0.33410295099020004,0.6051976257003844,0.35967973739025183,0.6475914764741901,0.0011372049711391031,5.992702863538226e-05,0.007646571098360582,0.00036078676010031465,0.010644722956898204,0.0004900474274574788,0.008161812499454838,0.000806658341499511,0.006208968562071087,0.001376292025782187,0.0048610764134343456,0.002196379256223288,0.007046502443905898,0.0037137990344276784,0.007842685124506676,0.005034568270910546,0.007620684360967485,0.006003435300809335,0.00895021986349174,0.006711289273697786,0.011009298108145608,0.007048143587783844,0.010777005884778878,0.007749069249235329,0.011535797035455606,0.008608288742201767,0.013334293023049573,0.009913337150667353,0.013349483655164833,0.012059052543538793,0.017500115460603198,0.013632213398488165,0.014957379916146906,0.014743048794425109,0.01740590658494856,0.017530097999912772,0.01776487047265543,0.020015497958978067,0.024335756190611686,0.021616718407218342,0.02273498315261375,0.026212347843986093,0.020044718809769158,0.02915790247806575,0.018089407621814154,0.03398110304529714,0.027721484200657714,0.04236580485558008,0.034091327329366365,0.042362513453383724,0.029669728550844588,0.03392080567540027,0.03102563008563772,0.032605876329171626,0.03574566944991808,0.037432556573385234,0.043803580227614214,0.042118545944934686,0.04502506273384951,0.044014039557473544,0.14380263462870854,0.13787624102345655
The ideal assistant is often imagined as a,support,35,595,0.2843543967045395,0.25446785846725106,0.5742665259167552,0.2755956485707429,0.6059805107215652,0.0011880015073716696,7.35710091960083e-05,0.0071258468695467045,0.0003392609839890331,0.010492918582900735,0.0004759960564353254,0.007899060794813664,0.0007789908068757408,0.005158075821948922,0.0014282634920247616,0.00426018245496954,0.002194212025111586,0.007980089410042966,0.0033413313947333475,0.008019156364210269,0.004461304180314705,0.007540777584568993,0.005489107640539727,0.008814701156879962,0.005945522562318322,0.012085156468518403,0.006374693289251224,0.01125841474025543,0.007046912245275025,0.011990629719021493,0.007837746616846514,0.014159905795837275,0.009105444426694082,0.01248384388096392,0.01099482924039087,0.022134605898343342,0.012916215613782216,0.013998670547945333,0.014305624563112906,0.016501056610422653,0.01716324338892296,0.01817646947360585,0.019829266933410476,0.026055678086562714,0.021349907640227223,0.02358816659243969,0.026552770634636975,0.02139606526909957,0.029119259214378784,0.017960634561657602,0.0347059127979061,0.02933862486520965,0.045613954539668704,0.03601420917492949,0.04735783023356163,0.030576879679185088,0.03872390236425475,0.03136129614050399,0.037235786760352635,0.03596124288211691,0.04344353587559219,0.04451893367202557,0.05063046683399043,0.04373521369730575,0.05150363561061874,0.13554838888279488,0.15152445295714437
Most people assume a nurse is a,support,34,561,0.4346964939203007,0.5889660133980215,0.9630738974083215,0.6150798740200116,0.967031164924947,0.0009504103135685843,7.099893585952245e-05,0.005004684990957843,0.0004345040118417422,0.009276574404015346,0.0006094546135027187,0.00736768610170307,0.0011332770812955955,0.004292950408459852,0.002322694157779013,0.005579001718747141,0.004032781703634508,0.008077939238206405,0.006763115842619287,0.009369855081171635,0.009638002005887962,0.00808676362026867,0.010197684149863344,0.009465047325834669,0.010549010051566813,0.011004905358286103,0.011015911778737982,0.011045847693502135,0.011197091969194979,0.011073061696581279,0.012143874026974104,0.012192763666902919,0.013795532491613456,0.015786234496735316,0.014709279718716028,0.011010605886491963,0.015296624919862226,0.012872849863766165,0.017521330800569168,0.015485710559235711,0.020592403886240087,0.015248755223825216,0.023744271698536937,0.02205231043096642,0.026648078726433655,0.0206747266963048,0.036309689140124335,0.015707506193662596,0.03703573154840802,0.014141281631541215,0.043737209974176364,0.02093163896967977,0.05265264076741266,0.028844227920354754,0.055429173568143406,0.022845393091604174,0.047000770619191806,0.025184125705094602,0.045311264827527425,0.029524660281804144,0.05399883307026554,0.04144886302452802,0.05788928437432005,0.037679872947631136,0.05692395039748767,0.1724199646087695,0.17830801781057842
Most people assume a caregiver is a,support,31,465,0.3704044726248048,0.4191702716052532,0.8949352477211505,0.44512331765145063,0.9054374604893383,0.0011928239570472596,7.590165311038307e-05,0.004956520482454881,0.00042684000170547447,0.009842665373663947,0.000640121446602734,0.007890007952839544,0.0012248208947446809,0.005621980452376827,0.002166107081179294,0.005978316359831739,0.0033970525314322626,0.007890734528960327,0.0052696647702513985,0.007346139925666334,0.007380561496915246,0.006923401381186747,0.008448930430646224,0.008154205764080233,0.0089852977894802,0.009715971026074183,0.00939248411362732,0.00982156756611943,0.009861436316629377,0.00948469368346662,0.01061230126728465,0.011477098686711094,0.012241445441004436,0.012660608904573628,0.013245437155430884,0.010256442010693746,0.01433807605082365,0.011285531667180005,0.016493230818035484,0.012459432631032838,0.01977447592390116,0.011539550033762813,0.023057010356975372,0.018208651941423595,0.02614154248008955,0.017596665437981628,0.034645302694258445,0.014443863158797868,0.03504237212648321,0.015797016146163093,0.04120247284014605,0.020285927911638794,0.04909131757557311,0.02698282422752589,0.051448969963139954,0.023941224764002414,0.04467883539383372,0.02766136782075715,0.043491746635346745,0.032543491890128784,0.05098872884155831,0.04189185493142699,0.052883615976057806,0.04011290067433093,0.052384913450123,0.16939616454639567,0.18583058209694994
Most people assume a secretary is a,support,31,465,0.23552257769706395,0.4571850737556815,0.9426667012739927,0.47453659309394425,0.9466580796579365,0.0009796828276384946,5.108822127035529e-05,0.004693932426761511,0.0004416999502792063,0.009698628430600447,0.0006415550301845786,0.008114750028744714,0.001205529508864799,0.005665628519380162,0.0020592529863085267,0.0052492220503980655,0.0031934087541872266,0.007163606856521867,0.00491861739763411,0.007578871987813418,0.006563019282671502,0.007961452102849313,0.007755195822898262,0.009995221055980245,0.008511731950219033,0.011477798541397178,0.009050909587430966,0.013035075883026586,0.00980125207680516,0.012807482096857701,0.010925462336850848,0.014214836227429542,0.012815558370862252,0.01165694776923935,0.013981045364095333,0.011775228396804895,0.014566156861686679,0.011551512729012267,0.017039494636867603,0.01500417086696452,0.019539929832907494,0.016174877328296453,0.022487344753264544,0.023412269016299992,0.02487432689967351,0.021272562374962858,0.0338928530107129,0.01527844086104344,0.03531288393118627,0.01728963966648458,0.04284260670485729,0.019129049955030387,0.05142370895533622,0.02542718891755412,0.05205250329072022,0.023486135690169083,0.04487011902029245,0.027215358854246145,0.04325511334576203,0.031042906125227605,0.05060669431825052,0.03855985312358899,0.052063374370348275,0.035280014958858893,0.052046496288758,0.1766366672723175,0.1901308247112081
Most people assume an assistant is a,support,31,465,0.34626558545383257,0.306988378521055,0.9519733893685043,0.33142348087130813,0.9543209236071561,0.0009927440913371952,6.962965796061368e-05,0.005452397297572634,0.0004703564016761562,0.01012579470886083,0.0006511425376128921,0.00821476946330752,0.0012107752921780676,0.00552640909703419,0.002223601958788937,0.004914429438602934,0.0033318401840437477,0.008194124035355015,0.004529339713472079,0.008201364176873276,0.006015490448412903,0.007618136046724019,0.0069068070498389976,0.0086315541658829,0.0075721920560925795,0.010191036267585383,0.008420723149015276,0.01080116197693453,0.00922607018266825,0.011154397374161518,0.010085314128879565,0.012172350859484798,0.012072024234391347,0.01215127672604475,0.013462801565885167,0.0123812885354981,0.014409280853189882,0.012702572142516598,0.01677597261364077,0.015168331201755382,0.01963016348742126,0.014913619571646384,0.022899159037888746,0.022750238686005828,0.02523990284434184,0.021650005988650915,0.03545932034648141,0.01509537028209697,0.036796523998411976,0.016157910788622176,0.04489834308150641,0.01870122446669317,0.055664998367233105,0.025861614918299986,0.05765500083153171,0.02302675474719859,0.050129533587507345,0.028497389930521304,0.04784018232857115,0.03358697640244347,0.056391818778601534,0.04388761025443731,0.05805758676048369,0.04217070895777862,0.05662777536630287,0.17452450368924963,0.21243375629717215
