context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24,l3_layer_25,pertok_layer_25,l3_layer_26,pertok_layer_26,l3_layer_27,pertok_layer_27,l3_layer_28,pertok_layer_28,l3_layer_29,pertok_layer_29,l3_layer_30,pertok_layer_30,l3_layer_31,pertok_layer_31,l3_layer_32,pertok_layer_32
"In many workplaces, a caregiver is seen as a",support,37,666,0.39333099786259434,0.3263641814701259,0.7512777028605342,0.3664184875669889,0.7788345982335159,0.0004773196100403993,5.888251688666444e-05,0.0055446119792279015,0.0001846574124596515,0.0036766694082339966,0.00023453329361861514,0.002089263396067123,0.0003712813201560184,0.0032993439283755537,0.0005889776278520117,0.003197831856830294,0.0007683341879400356,0.0033989059340050485,0.0009474380579641682,0.00491276877961681,0.0013054721473766766,0.004502498639880032,0.0017088040613915322,0.005422720304983247,0.0037716364539381606,0.005119297858542747,0.004160107305064808,0.0071169332645658985,0.004575150512743396,0.006673376840790617,0.004777930311042941,0.005200433901532465,0.004961450777190337,0.0054385834825661315,0.005456766972252445,0.006491885905355312,0.00666795803145478,0.006872857119343291,0.008034914418174803,0.01175584603286879,0.008872710063790016,0.014419827385076,0.010282234899574501,0.013270302708083244,0.011702565271718375,0.009557431966876697,0.013263715378381336,0.01096355776216645,0.014552649292720893,0.02035183544390989,0.01600722685623171,0.01649881850040422,0.020597704884597574,0.025160525237788525,0.022194128310300845,0.02402466474915726,0.02577967520672399,0.03548054031109486,0.03113543957579038,0.028712658440142643,0.02849673173056729,0.040174065523610886,0.03000874773399468,0.028460393405060416,0.029985671564196674,0.035542440886958286,0.028158932027922846,0.03760177633422493,0.03125449735145653,0.1343688001335095,0.09856894377325978
"In many workplaces, a secretary is seen as a",support,33,528,0.2336251513471422,0.3545765904709697,0.7102984478697181,0.3862527872552164,0.7363480195926968,0.0005644599973726976,7.38870223910063e-05,0.006482255862076907,0.0001968711329918978,0.004159081061517529,0.00022940815290684036,0.0021815563971496386,0.00037482870636881913,0.00298431248983236,0.0005779850030957541,0.0028513625977015324,0.0007574858025821864,0.00335346739583001,0.0009371915663454896,0.005370515033986514,0.001332760871515291,0.004197592441102285,0.001817876359198534,0.006228942769085519,0.004064118526761874,0.006214855380158303,0.004321366770192004,0.0056747284058437444,0.00478547378622478,0.005157975383099014,0.00504101992806331,0.004261355664714765,0.0052304614477370484,0.004823365825961118,0.00569929701555903,0.00707823388462426,0.006922589440436478,0.0067349158495880876,0.008172573026922657,0.011735129945597082,0.009009048348127654,0.014937307726748972,0.01052877065366599,0.015844465363424057,0.012441419945949259,0.009998621346322355,0.014664386726120159,0.01526527117456777,0.016421438631407125,0.023866503061340333,0.018183045130947983,0.018043990653515814,0.02340936800352162,0.02673658618378557,0.0248190519287935,0.02732843320124631,0.029227996587137792,0.03921892254276853,0.033594797562206485,0.03288262805903043,0.0307309957879525,0.04592143258293853,0.03210800502785748,0.034693452290887355,0.03198944070781571,0.04004507275699585,0.030066725284950194,0.040060991650963024,0.03280891035918037,0.1478593054797394,0.11168968160187212
"In many workplaces, a receptionist is seen as a",support,33,528,0.20606952300353049,0.32940790336579084,0.7504725186154246,0.3717563214013353,0.7796296380292915,0.0004973905043728973,5.5349999838226516e-05,0.006950332095189069,0.00017587051392832804,0.005109937785887383,0.00022804053233415494,0.0026441975575729236,0.00035925763997786197,0.002793701621119261,0.0005595682091807368,0.0026132460657923165,0.0007374990356396344,0.004202572471447979,0.000941112186534594,0.00658020157438466,0.001321989375109889,0.00559166367991323,0.0018293853673846596,0.006641892815651231,0.005031115633174212,0.005901602930665653,0.0050208138434125645,0.0071573872750034465,0.005457985625053854,0.007135648857462607,0.0056046147899890715,0.005241718076322078,0.005837849547978697,0.00546724220247282,0.006410724405170643,0.006967945825727524,0.007707974334692815,0.006877641016658303,0.009442098171773418,0.013209714020566032,0.010297451421715278,0.016786580655476037,0.011951546708132019,0.01975167487061313,0.013930758626062476,0.012787058202487392,0.015860672599477932,0.01824051594244273,0.017369787647621305,0.02585406503992499,0.018906893588707147,0.020207521177230126,0.02347567332489173,0.028679197308878232,0.025098142070488015,0.030230442394445528,0.0300904807173439,0.044191001928057645,0.034611160064833175,0.03754350876083396,0.0316842936867501,0.0519650629856834,0.03358669896963742,0.04097135080782268,0.0338791142679559,0.046891400203971194,0.03233163244705811,0.049048610811016656,0.035998857127979844,0.15015162883917596,0.11229035757559713
The ideal nurse is often imagined as a,support,28,378,0.245975957012248,0.3655861373990774,0.8352913907729089,0.39760449121240526,0.852763100003358,0.0007378877042906662,7.242804154968965e-05,0.008202156599842405,0.00020598422199453816,0.006185406446659929,0.00029786037917431396,0.003447295965904416,0.0004720260674670145,0.002645302559236709,0.0008151465519521435,0.0027946305157079097,0.0009709836121068619,0.004473742287728885,0.0012191558998818472,0.007846533337359867,0.001747762505770939,0.006731632661804852,0.0024512319613951322,0.007318763086390937,0.004090450058595949,0.005918541945930729,0.004592757054024542,0.008459824096603308,0.005387107178562766,0.007349129934531447,0.0062298708636997924,0.00809645385981197,0.006454744437721744,0.008459198992619595,0.007135165599802992,0.00933322635377246,0.008580395280825878,0.010220925125763449,0.009712080984316643,0.012696100260488,0.010535189303941875,0.013837141268121703,0.011563054299678839,0.01273127273537673,0.012546579831640989,0.010240694318558698,0.013364111776582172,0.012746338329923165,0.014535632117267142,0.018433901658391975,0.015598111770334199,0.009889288588356249,0.017864903624934394,0.011752809484459899,0.020332801318325846,0.01363155764486802,0.022498807986992702,0.022423310342961272,0.02876314311624052,0.018636509240217647,0.02637809264976689,0.02808021191923322,0.027335873197641868,0.019015187478975112,0.02619675243091005,0.02580784719696037,0.025090482214383498,0.029411126304871266,0.028220663569152298,0.09515312669400942,0.09195100717618007
The ideal caregiver is often imagined as a,support,30,435,0.2965772571050255,0.37978710886090994,0.9123150901868939,0.4144532238715328,0.9234074971682276,0.000698316772080235,7.581655003870609e-05,0.00792422682689904,0.00019610803153100967,0.00632025187884027,0.000318352749937012,0.0032345242350926714,0.0004988995295837369,0.0027212686564389165,0.0008537846849030732,0.00290624865244259,0.0010241076358620926,0.004510013363962728,0.0012575476815641974,0.008278214484546168,0.001740421494730741,0.006921662218984067,0.002254956853737148,0.006879007185902624,0.003750273904948942,0.005369242606946276,0.004234540717374561,0.007863440746861338,0.005203410155745033,0.00621694394645164,0.0056915629428659275,0.005960468356217365,0.006008132217536485,0.006542034245917116,0.006639190424189223,0.008176795318846988,0.0077831576587026035,0.008854309748764024,0.00859931870356135,0.013772248690726473,0.009206658877134174,0.014972263728583464,0.010221486687765464,0.012042870873390897,0.01100830937530373,0.00966344025723804,0.011795790116935575,0.011752553918203568,0.012569723598693313,0.017693408091203126,0.013808296818716148,0.009466423235888722,0.0166905074434239,0.013700653563370494,0.019920273333655713,0.013877919645510745,0.023113211101638827,0.025750530308482535,0.02971102701293938,0.020977849459832654,0.027295639697683536,0.03184826993296597,0.028385210632184344,0.01990598309041637,0.028720768200389747,0.028129382899147685,0.027857483015275113,0.03267715657328131,0.03119261064960642,0.11632057025966987,0.10219990700021558
The ideal secretary is often imagined as a,support,31,465,0.20152015559667746,0.3145947428420186,0.7521790298633277,0.33934371243231,0.7768719068553764,0.0006484597893676723,5.371308873673842e-05,0.008383157737456659,0.00019787682530898607,0.007349606520749043,0.000328632485451334,0.0037396818775453752,0.0005595012497823954,0.0027513801556522644,0.0009611803158808829,0.0033903704596971135,0.0011495046362086647,0.005460686646856055,0.001426183888633742,0.00784443198131909,0.0019379682088566,0.0068370014198377025,0.0027059788865336416,0.008522535953611264,0.0044062914038825686,0.007155509297974693,0.0048630177205005376,0.011084663408920628,0.005629810310750035,0.009386440149548163,0.006221557630664067,0.00822582216414872,0.006784502965818039,0.00824042436271376,0.00743537678069687,0.009436734831580204,0.008802932644756898,0.010265646782156511,0.009892998659138253,0.01238657270458131,0.01044909803536215,0.013829502884453148,0.011950039943080075,0.013487524538660443,0.013146954610011105,0.010322068870740438,0.013393790144148859,0.013021132738495471,0.014623220020930836,0.017384718811705713,0.01585713487945984,0.012059742455744508,0.017175132385359476,0.014668623618479832,0.019665826895758323,0.015135020713735714,0.02141301270547098,0.02104635933693732,0.026191172054631024,0.01693807568409522,0.024052546239261494,0.026215467611189393,0.024755727273334548,0.020013107494242486,0.024009817834205523,0.02710678145367634,0.023252297146894127,0.028272967849330286,0.026087933953224795,0.08717038622719468,0.07557284457441857
The ideal assistant is often imagined as a,support,31,465,0.41033091980384456,0.31472306651994586,0.7897731862030923,0.33292467671708437,0.8036341031693155,0.0005752418624104061,6.12769143784877e-05,0.00873905830292649,0.00020948373917122916,0.0064244420369587605,0.00034112163896427017,0.002828061037481075,0.0005915347500198287,0.002812498591442731,0.0010368031932723302,0.0032293759053385923,0.0012636221381181945,0.0056344667980175725,0.0015901790305985594,0.00793179884333485,0.002171824635980209,0.006495224648917545,0.0031993119186887404,0.009229737910932467,0.004673502699731797,0.009895409209994214,0.0051713406494249235,0.011567025698509216,0.005796618585670796,0.008347417572043433,0.006390991878394558,0.007649927116699737,0.006679209150016085,0.00763196356719228,0.007460133912525023,0.00815474964188139,0.0086914994528461,0.008828560953088493,0.009148528989865956,0.011062184589271886,0.009866082806882958,0.012303739484073872,0.011343192573997221,0.011895610865266483,0.012369980678897425,0.00966134503737899,0.012678973962954379,0.012954453003146104,0.013920602899609495,0.016419911328299876,0.015243983547311655,0.012406598457402433,0.017099078118609896,0.016085808499968397,0.020209949853608033,0.014882688842792135,0.02079623503268757,0.02372337791836899,0.026717958879763977,0.020323836126226433,0.02610364183726295,0.02953338426335205,0.027051638253451565,0.022154528321926867,0.027407335417019726,0.025999410177953403,0.025914340550428256,0.02672193588158117,0.028684873774911964,0.0702128484922363,0.06169674715502475
Most people assume a nurse is a,support,33,528,0.45280920244205347,0.7277136389166117,0.8273862721398473,0.7481596125908254,0.8421287469327581,0.0006020204750977352,8.083026328726548e-05,0.006680677882663276,0.00021509156445990196,0.005375669110246189,0.0003465213849458718,0.0036703275137301037,0.0006559654595198506,0.003452657972587591,0.0010769394763534455,0.0033993696567173695,0.0012602689413985571,0.004182847074555004,0.00154920189204424,0.007546188683010036,0.0020252043175880445,0.006116156690239178,0.002686225440384017,0.007318181999415369,0.004312722932849664,0.00628345487078831,0.004834758138542452,0.007045326500041967,0.005547740994889191,0.006889679811220809,0.006068583989407185,0.008244981540883546,0.006476869211263286,0.010826945343517486,0.007649050587443056,0.009684527915076948,0.009278143785031492,0.010985632999065999,0.010340660236923005,0.010650887175784067,0.01124814318255099,0.012414199686554892,0.013174358874492776,0.015488258763054789,0.014724870157364263,0.010736994959749118,0.01629522767745117,0.014046586748211803,0.018549134254183915,0.020294961070045723,0.021517520142324418,0.01440808788085933,0.025532993046957962,0.018435150962811137,0.027786197312339694,0.019339962877223584,0.03072754682032161,0.02797096058715522,0.03754784587593593,0.02399003780791712,0.036356388070993874,0.03077783874131106,0.03762370995454081,0.02471300049123419,0.03763815959261064,0.030074494143493787,0.03644689886271658,0.030893881116064673,0.04007778783517973,0.12837518514306642,0.10595335592461719
Most people assume a caregiver is a,support,34,561,0.4745161227537204,0.5319695426151156,0.9550048881210387,0.5790576491563115,0.9601080131506023,0.0005992257891836746,7.939453229690651e-05,0.006644276285961051,0.0002385344400093519,0.004836821747455714,0.00040072787682101063,0.003050885893060376,0.0007219435535999986,0.0036686070580285667,0.0011969319713620945,0.0036178963609524604,0.0013943783446836607,0.004417844667762909,0.001722971165424192,0.007083291844866057,0.002181925163780394,0.005565395300697099,0.0028856160760286796,0.00616220973979284,0.004897829948806707,0.0057287988612739656,0.005616421611231946,0.007067667048136944,0.006683281039310736,0.005563719982426547,0.007045766676882441,0.005432178553769699,0.007249309474790146,0.007148374519353563,0.008016385185478914,0.007458564423868415,0.009250065334215084,0.007421840541697683,0.010273541325854778,0.010288968068200757,0.010952858637325,0.012630744746946585,0.01277899288860062,0.013712068844375851,0.014131364460389284,0.009559550607201955,0.0148613461417235,0.011819302843331915,0.01660030804441914,0.016692832237421924,0.019243332288046824,0.01075907629499834,0.023773987242894094,0.01652347226970527,0.026102172417698865,0.016085674832713254,0.028883322267418826,0.02515535785974272,0.03631707422019248,0.020504370174152384,0.03386249075854106,0.02718732387067107,0.03391361815187723,0.01968857577718332,0.034556339080850595,0.027979257470264612,0.031683436399161435,0.03259484850607467,0.034948482099859596,0.11383507199361988,0.10143955442250457
Most people assume a secretary is a,support,33,528,0.3671458669909186,0.7242253958247602,0.9164789193309844,0.736976071175377,0.9255380926039152,0.0006381639976651278,6.465838188672621e-05,0.00795434728725331,0.00022924504675516118,0.006467294666190702,0.00037706143025437937,0.004227358920918679,0.0007366180908395736,0.0029976200646630938,0.0012408633185053192,0.004020378588539223,0.0014947209290433574,0.005363191192380254,0.0018478720256601487,0.008867424101320595,0.0024946394802481077,0.005949681006758688,0.0033450086568758645,0.008181986767061772,0.00567988288066206,0.0069565238685207744,0.006138186126760361,0.00800488602164793,0.007055045024405675,0.006805559224884134,0.007266326703198664,0.006629507755089101,0.007697164688802566,0.008468499013956044,0.008738399951904093,0.008858400914740445,0.010179506364141696,0.00991408727328699,0.010996283943531074,0.011575100222509674,0.012119425650908518,0.01499918073353422,0.014243575962382184,0.015924893510210602,0.01609289849260153,0.01270915552371264,0.01732046905233938,0.015474328302418551,0.01950897733482007,0.022342559788028488,0.022183984129683528,0.014343462987207902,0.02685919081136778,0.019490020019874182,0.028783106648730124,0.0208760378943566,0.03168443858512549,0.02897515319615251,0.03777942774621832,0.024484093313826602,0.035465720245446794,0.033340237748420605,0.036438440061313956,0.02671430380642081,0.03612170675392734,0.0327370711254705,0.03463720145232376,0.033441667048921,0.03777976904405955,0.1361365450860861,0.10634359667804374
Most people assume an assistant is a,support,37,666,0.42898787613218053,0.4637249317020178,0.8760713869705796,0.5146301815880179,0.8929533589762286,0.0005307106028023514,6.0077562267692584e-05,0.007275444046563177,0.00021366194592160244,0.005981031704749524,0.00035272663370427366,0.003510917463698891,0.000745697290761256,0.0034916213433034693,0.001365157726229153,0.00350185543376491,0.0016687210266161934,0.0048445092323349094,0.0021215346007392513,0.009071017345908573,0.0027345665881230606,0.005909766344389581,0.0038487562645580027,0.008450599276379195,0.006397068668329342,0.0080479374584595,0.006854148573729538,0.012735247917000007,0.007660780194068684,0.009153648558973474,0.007839134997278556,0.0073212949965938455,0.008176278583950284,0.008692788774470899,0.00908592456524629,0.008749886767373484,0.010676507228748676,0.009772987314224673,0.011712752781662119,0.01214961706413258,0.012981710807138832,0.015685126754116745,0.015091551202567752,0.01743338280639526,0.01662673313899734,0.012119042271899992,0.017527617253940194,0.015964068477876167,0.019437338145291867,0.023706719104411567,0.022247448775788835,0.01635746134805285,0.02652613498406268,0.025402045742901388,0.029193097268804008,0.0248126571742149,0.031170645488984298,0.034180450740189904,0.03703138488681111,0.02830544106254537,0.03542588379607358,0.03755827606605656,0.03706916815436552,0.02904926685710437,0.036711288558142124,0.03459093451828796,0.033202330363359525,0.034761518142034,0.03644156982470922,0.13117063026567477,0.10026418229663274
