context,family,n_candidates,n_pairs,l2,base_topk_mass,ft_topk_mass,union_mass_base,union_mass_ft,l3_layer_0,pertok_layer_0,l3_layer_1,pertok_layer_1,l3_layer_2,pertok_layer_2,l3_layer_3,pertok_layer_3,l3_layer_4,pertok_layer_4,l3_layer_5,pertok_layer_5,l3_layer_6,pertok_layer_6,l3_layer_7,pertok_layer_7,l3_layer_8,pertok_layer_8,l3_layer_9,pertok_layer_9,l3_layer_10,pertok_layer_10,l3_layer_11,pertok_layer_11,l3_layer_12,pertok_layer_12,l3_layer_13,pertok_layer_13,l3_layer_14,pertok_layer_14,l3_layer_15,pertok_layer_15,l3_layer_16,pertok_layer_16,l3_layer_17,pertok_layer_17,l3_layer_18,pertok_layer_18,l3_layer_19,pertok_layer_19,l3_layer_20,pertok_layer_20,l3_layer_21,pertok_layer_21,l3_layer_22,pertok_layer_22,l3_layer_23,pertok_layer_23,l3_layer_24,pertok_layer_24
A support worker is typically described as a,support,34,561,0.4941053856414597,0.41506035858765244,0.8973370469175279,0.42809697497432353,0.9064289903701024,0.0007595867712275115,6.226665089737885e-05,0.004935919241416648,0.001186672043586807,0.02847216160500991,0.003779958961407266,0.009875603800740379,0.0054979784937857785,0.007223849511002248,0.006347525024699217,0.006790054097252231,0.007000128121815559,0.007940600361397642,0.008037016843344673,0.00964585325695701,0.009415302143377328,0.015024798224950254,0.01170234179615226,0.015035089701691894,0.015075556575000641,0.018258005854740158,0.02073992096547919,0.017997872796029768,0.026390890856423134,0.018508513033359462,0.03550772820687426,0.018983002162495995,0.0426861767887064,0.019368024819854498,0.053191478103562666,0.019050304717847386,0.06381933518560363,0.02278038245654411,0.0720905501940142,0.025610052757845825,0.07714621391766065,0.034216858486114055,0.08308594987026001,0.03936306862805824,0.09127868493863296,0.040656694586794995,0.08817101641404798,0.031220248261303464,0.07991231769742668,0.02560179984807284,0.06693822002699093,0.03278715761599031,0.06293856982796686,0.3217442919050137,0.18032430833398685
A teacher is typically described as a,support,34,561,0.4300253820753265,0.2290144928265363,0.8658240544609725,0.24379597285951604,0.8764375126497725,0.0006598042816218522,5.958842723267991e-05,0.005654628834077897,0.0012998938422773814,0.026363317475636826,0.0036692851015060514,0.007820377037491047,0.005305960683127295,0.006013335579088058,0.005900729313521415,0.006540399458609929,0.006160725421837543,0.007878749936382235,0.007041907253419975,0.010262299408667342,0.008721732942343659,0.015272228611340902,0.01090601568554492,0.014767806285903731,0.014630570769492443,0.017482841093406268,0.0195872987462494,0.01789691077104497,0.02461193259931869,0.01992153598328606,0.032743942313416104,0.02007783968899204,0.03912585053395996,0.020247555128133917,0.04771454126296519,0.019292003312425178,0.05726515005831517,0.02117533662532876,0.06534653069952195,0.023847677344222492,0.06935203960138744,0.031465265160122,0.07443540069823487,0.03691914050326741,0.08186208331433024,0.04117249934200619,0.07867713340532363,0.03319028725866108,0.07016886220831098,0.03733630637820628,0.06480918407709443,0.05470915484048117,0.06981343500580647,0.22276806327013596,0.12214998076279461
A babysitter is typically described as a,support,36,630,0.4591095891625397,0.3771831407211721,0.9175074906088412,0.4097544983960688,0.9315874957173946,0.0006971864301047181,6.309455949378274e-05,0.004795709088601339,0.0012766329018686412,0.02480368992582553,0.0033476346288781756,0.009281435855992958,0.004736751267472327,0.006013059582177869,0.005588064952330971,0.006635497637342643,0.005790321576742764,0.006466304222922829,0.006573127768554726,0.009182334010695995,0.008135156661338473,0.015340705789251856,0.010087577410910221,0.014315708773769842,0.012751783976742169,0.016686380776582875,0.017246483591941756,0.016042515902124053,0.02215292035659367,0.016969901985320925,0.030287747044079147,0.017088727306975467,0.03740561636566126,0.016601375260998412,0.04634574604195764,0.015368497136475843,0.056255603932100745,0.018014716916393312,0.06379599655866043,0.019424347018862313,0.06751465837959773,0.025998234757957994,0.07123077615735927,0.03360261683162246,0.079525885216363,0.03558762124816217,0.07735093405246321,0.025811618805477166,0.06875542520964927,0.022545586985796222,0.05589623609370461,0.029143947423956356,0.046368982589436,0.15752442900393457,0.08389809677375926
"In many workplaces, a nurse is seen as a",support,37,666,0.4897401363922366,0.2611378878355026,0.9244254743680358,0.2968636550649535,0.9322636889955902,0.0008248827606574602,5.448110020056218e-05,0.0076138076863706055,0.00120211447358511,0.027047219546261658,0.0036416415030358267,0.007718858281674583,0.0052553880735965825,0.007632235852858162,0.005351788645920785,0.008247417499501187,0.005527636742792666,0.009067164948761787,0.006237790254110342,0.011940882495321483,0.008049267400750572,0.016732601307011964,0.009699776670421044,0.015877902424769837,0.01247872158052557,0.01840398700150583,0.016853797900396216,0.020244274233399074,0.02044033148225631,0.023321460812481022,0.026268640046359565,0.023699487174411907,0.0315419421386949,0.024319807318730773,0.03843045125129072,0.02322806767020721,0.045134075608878686,0.022371969709751468,0.051022508491005404,0.02473683607888669,0.05401342918689366,0.03203459118261438,0.059428894974631656,0.035693877281796675,0.06838195882852494,0.03689305241184567,0.068241304353633,0.02421166927942192,0.06134358584698542,0.021195618935048073,0.050911086808402686,0.02556800725805191,0.042859998426923195,0.20759911385912455,0.10906342524919846
"In many workplaces, a caregiver is seen as a",support,39,741,0.5276607451616098,0.31144473934546113,0.9263879926875234,0.351813541710726,0.9366383650631178,0.0008927056645106535,6.203015633745931e-05,0.007671702619745575,0.0012164380333407794,0.026566389343617308,0.0035233766638878517,0.007297472475475637,0.005083087063862535,0.007041722769596484,0.005033411490498627,0.0074288082106922955,0.005146106444012608,0.008961296046853418,0.005761140013183157,0.011569066985962615,0.007488801196057888,0.016928218753867505,0.009210229220158609,0.016536846385464266,0.011524314291912665,0.018122836533127816,0.015647515117094724,0.01937398798701933,0.019107521382969207,0.023180541832641018,0.02474241161523326,0.02406363308087123,0.030108799081513718,0.024366515687590153,0.03612886653946207,0.02231448395818155,0.04273354901979463,0.022952539016026105,0.04894314378852055,0.025316666399338883,0.052345212724262374,0.03399967339216683,0.057751223333878735,0.037075668248409105,0.06585593370371501,0.03876523781256619,0.06360724449661007,0.025673344442979022,0.05728572411164357,0.021144898530622156,0.049087174909961465,0.028257254583779232,0.04521070091400869,0.28359687240656095,0.15550682335413882
"In many workplaces, a secretary is seen as a",support,38,703,0.4450947719443665,0.18976998096331954,0.8983913096599281,0.20685866818530485,0.9097447729800479,0.0009831029000276564,5.8257644258947516e-05,0.007764195195375262,0.0011105226357719523,0.027133284775551183,0.0035611509057071507,0.006703905498293823,0.005231638360478481,0.007179980634026041,0.0049424751455532994,0.007412869056861344,0.005186341780136071,0.00805986417358802,0.00615776623979379,0.0097756102582905,0.007849128532299994,0.014834974854617121,0.009503195301128073,0.014694620895471366,0.012275203302306218,0.01683742671639733,0.01645742753721763,0.01746914514529066,0.019703291058680173,0.021654316290135044,0.025658031891620827,0.021792502024748694,0.03062366862638213,0.02228305864091608,0.03736528001028129,0.020129684273677693,0.04463928095102278,0.020892702456055366,0.051894433026837126,0.02326528087432341,0.05433992328922764,0.032671771317394724,0.06025774997633443,0.03634352603216674,0.06954867719663756,0.03866889674257863,0.06943838191421596,0.02500806581579795,0.06192927147133376,0.02284045168477657,0.05419513918822286,0.03438664525124893,0.05200391169477723,0.2834270165220636,0.1529096431964338
"In many workplaces, a receptionist is seen as a",support,38,703,0.4258602662788205,0.18887451570481062,0.886945201549679,0.21193507905991282,0.8957894740378833,0.0009888869069955258,6.168913226365544e-05,0.007943266284986716,0.0011697187852113384,0.02683943052323872,0.0035146574479074247,0.005915142157677361,0.005243417086373866,0.006717320938618912,0.004722085867177735,0.007159110458990489,0.004910406180229196,0.008563302804763664,0.005671064462985177,0.010747287798682543,0.007394848104613421,0.014884845775844436,0.009054772421617417,0.013848865772992259,0.011555498085777029,0.016074132955561826,0.015533993243389438,0.01700303735488232,0.018591855812397792,0.02069907294763428,0.023742968640662408,0.020647508263698326,0.028380084088855232,0.0221094071593382,0.03462179171590399,0.019546032619703137,0.040700766429690616,0.02019290470313951,0.046897194887822714,0.023297479756188944,0.04974107943558421,0.031370685550499225,0.05495965348134905,0.034431193835898675,0.063831747362397,0.035744744235967144,0.06383784034152405,0.02301819779918331,0.05792757245204502,0.02114702099353288,0.04950454406893195,0.03211351428460602,0.04440024524028982,0.19866971786145549,0.10213143586823997
The ideal nurse is often imagined as a,support,29,406,0.2535815016718896,0.3375143459998071,0.8488993309438229,0.34828741083765635,0.8613596292561851,0.0007919861657556387,5.8431974958679474e-05,0.0083720047368829,0.0013361109198622185,0.026521759494373496,0.0037878354843283875,0.008829205444734794,0.004982339989541302,0.0056677021100199065,0.005685555894274609,0.004968839883022655,0.005785242714188856,0.007097137237647693,0.006447339559170501,0.00721236252934231,0.007753222364439641,0.011303142647781856,0.009274133164749654,0.009928840252283142,0.012469167809503677,0.012364313272920261,0.016336825899185246,0.012315610667142802,0.019461561023582128,0.013693577907094879,0.02486179125528301,0.01267344180554286,0.02878431414962826,0.012203662866650665,0.03439292081549355,0.012782735295138804,0.040184277158629655,0.013578061674316797,0.04581865378496277,0.013683248170684312,0.04791330160746365,0.017797335557540164,0.050354297881588295,0.020386627007078058,0.05735247990199403,0.020933105855469612,0.05833613629959316,0.017624265072877204,0.05560764464529541,0.016054889018300603,0.045872767428994266,0.017622048140870476,0.03549756153590508,0.031747009974447904,0.015590341358238094
The ideal caregiver is often imagined as a,support,32,496,0.24089365781751035,0.36951733846217394,0.9108377303928137,0.39325264377112035,0.9230447650552378,0.0006184741610844316,6.0700177120905086e-05,0.008445952390710242,0.0013903024247469281,0.028734057872704905,0.003970831660496405,0.01012903495832075,0.005113926086940848,0.005632707068102907,0.005768529116269457,0.004854995146347547,0.005841148223704351,0.00680522272275343,0.006344173435897382,0.007233271607629968,0.007741026640110813,0.012333403686106362,0.00912663002823649,0.011526252703332393,0.011905805966061115,0.014353088416132186,0.015845444336063174,0.014679080863658368,0.019500054269356647,0.01622992518910633,0.025382005672319203,0.015797788926005144,0.029497832483652352,0.014855292294656602,0.035954610372166795,0.014312503481296797,0.042010220448185254,0.014997627892653595,0.04780878468682487,0.015144616294853848,0.05069527325345301,0.020314812430752213,0.05373227264066646,0.02373554293007899,0.05910582887505554,0.024965217687940588,0.057380920737382476,0.02255897157734802,0.05373707056048989,0.0195082992150286,0.04429130532083328,0.02316938572164783,0.03516110886372987,0.020383317043525816,0.010651016109946378
The ideal secretary is often imagined as a,support,33,528,0.3151124479711736,0.245454678311944,0.8456836440600455,0.26437375104796956,0.8554866634658538,0.0008427101581575137,5.716207017278122e-05,0.008550660657069267,0.0013199637475837674,0.029375143681254278,0.004109752234143483,0.008623607484362724,0.0053574789076298686,0.006838636035625187,0.005446543374363856,0.00605015632568506,0.005633320719889649,0.008077553643018391,0.00635204811256578,0.009432537612590936,0.007745205350604906,0.013737012647677347,0.009402494876899316,0.011434588071031877,0.012965355953010651,0.014847745175605281,0.016812889315003285,0.014524404556475148,0.020092872819812056,0.016806785655529607,0.025936352585196054,0.016352023996568238,0.029971011371218218,0.015263647688249157,0.03555372284728493,0.01463360822983916,0.04155837780523,0.01629450131246295,0.04831471316326597,0.01796362940603169,0.050278891541731714,0.024197524718256164,0.05334652418926969,0.02930885205631775,0.05965292451809888,0.027063423612062654,0.06012060083389185,0.02200827861703912,0.056908595637585956,0.03314641777697391,0.04877160411619294,0.04459104823616175,0.0396090673793815,0.12330560572894746,0.05944158680259525
The ideal assistant is often imagined as a,support,33,528,0.3981185684681694,0.20748391235247254,0.8672766126692295,0.22088241412711795,0.8815222252487729,0.0006958040103304699,5.518106216393236e-05,0.007312468889671484,0.0012963936182515056,0.026510175208300756,0.0040295776236651615,0.008288823010241465,0.0052366467730976364,0.005372802863577938,0.005619648304986173,0.005646629162351528,0.005801647082367476,0.007711568982485448,0.006470088495885104,0.009501143637436432,0.007711362654582788,0.014824840612894739,0.009449755207017085,0.013800627270891085,0.012838250221719515,0.017018063674293593,0.017232350656224155,0.018147502086829616,0.021355408517812976,0.01979387526313871,0.027664684135819836,0.019514903240768905,0.031727047702619415,0.018718649233027924,0.037762402484559685,0.017191985573444816,0.043820548081631244,0.019913804248967056,0.05070255892834112,0.02040671826928117,0.054006106951242805,0.029545421546318517,0.0581843861878677,0.03296813074929107,0.06452653248020015,0.032348517842522434,0.06313964643871439,0.02647018528446707,0.05830249762214641,0.03569681124687346,0.048352743220620206,0.044631711790234084,0.03949008009413846,0.12903288752726957,0.06159487740442726
Most people assume a nurse is a,support,34,561,0.4154717476340324,0.4358199085108936,0.8595184427686036,0.45249225648876745,0.8763669561817551,0.0006298999663651465,6.339340011167564e-05,0.008525042080997877,0.0014752000296172792,0.028562433546438577,0.004110383414872112,0.00726500651636008,0.005394236697131297,0.004120987113372825,0.00659347379352857,0.005733625418499108,0.0062812920430337996,0.00673575407329602,0.007066847552130782,0.009227212377712613,0.008340356319729436,0.013575781582058003,0.009704193716150986,0.015251922336710223,0.012745961505298227,0.01780744318308514,0.01690601840948011,0.01754749290939538,0.020355897074389808,0.019763758716984513,0.02763632710990185,0.018517502949971558,0.03482196829342576,0.017853623232057587,0.04221683028549312,0.015797084661444253,0.050592608452491,0.015852707555151398,0.05682928363508759,0.01915475379832738,0.06015480917594348,0.023429812953104912,0.06417937247552356,0.0277086484285373,0.07479371377401071,0.034063857540816055,0.07469628856197831,0.02580594729249601,0.0670803620791173,0.023484059085828943,0.055989034263207525,0.02906679991401034,0.04756141124436423,0.09314420999610956,0.0464893087687048
Most people assume a caregiver is a,support,30,435,0.42476600432655914,0.43795063300058246,0.9496699441224337,0.44874933742539724,0.9541662011997687,0.0006579820144095813,6.765800252260812e-05,0.006951099289999124,0.0014359331611787521,0.02985365263322308,0.0043097471601723095,0.0071969358901421724,0.00557138818826215,0.0036235755116034154,0.006593750025919828,0.004799175902235108,0.006121081467715295,0.006545878570554629,0.006674705139017134,0.008174596378217335,0.008141389427926474,0.01308472340950064,0.009355489321049962,0.013189247245892185,0.012166840837594454,0.015228000015015753,0.016207987212713503,0.014247751679867058,0.01996570471890236,0.015983517880610833,0.02688446273172989,0.016448104859105406,0.03381411383786032,0.01624324591320587,0.042659102736248844,0.015672385075744328,0.05264617060600775,0.01705970727859944,0.05998624328068722,0.01988841102434552,0.06483590173775029,0.025573945310475438,0.06939470335497906,0.031012493282851498,0.07929555095505889,0.03645746255360957,0.07713241908963647,0.026121929891395324,0.06803153734718875,0.025621614695349473,0.060067756991746636,0.033530741530214424,0.06248936703394439,0.2079417137521133,0.11646291482275749
Most people assume a secretary is a,support,37,666,0.3970654591035989,0.20846310583874583,0.8819232741370797,0.22946498704004625,0.8945424123887733,0.0006008058728927519,5.3159298170462113e-05,0.00885513700403085,0.001492220005973227,0.030860843606198864,0.004690645253020353,0.007062451775900067,0.006234728561704171,0.004552607818162184,0.00693333926258691,0.0064092928715826746,0.006638351535506671,0.006976550015002811,0.007792634735743131,0.009281187759948602,0.009007154141003951,0.014238965220438342,0.01053289560832571,0.015471479707056578,0.01378101329763233,0.01732328609983127,0.01814866849594917,0.015236095978883004,0.02206790857184521,0.017700980819913566,0.02970352098460776,0.016850955706219254,0.036703566214442616,0.01605964495573232,0.044199191660356615,0.014176506155948558,0.05373913198450004,0.01564057240566402,0.06151284444229781,0.01773038732140046,0.06513410184466249,0.02394918345919655,0.07186012909041657,0.030829746288422073,0.08593536371423594,0.03728751507684419,0.08592068807221813,0.02699604271164058,0.07591248382477273,0.025141525434106336,0.06507116702368304,0.032008042751928284,0.06203734944921829,0.23515973862902298,0.12908091707932612
Most people assume an assistant is a,support,34,561,0.3598090985256578,0.16256789723411202,0.899037554860115,0.18247902338407584,0.9106511468248755,0.0006453603380616476,6.0776807877363994e-05,0.007893849204342399,0.0014204862768446439,0.029594191205711235,0.004561986324430465,0.006951924313099876,0.005906015051119788,0.004557903403215024,0.006910132580379872,0.006547294674976519,0.006343641753884806,0.008296310394246087,0.007058689159046816,0.01129796076526044,0.008308187111035814,0.01603532503823003,0.009863473386836127,0.016765136364050623,0.013126120593405018,0.018793268446887626,0.01726445738002965,0.01799472364851009,0.02137604021399157,0.02199595141447579,0.028981556655147428,0.022328261780433775,0.03604436755588117,0.022850488398364722,0.043608116882680084,0.019412949709066766,0.05213452160722568,0.021577365454346034,0.05945482650707673,0.025554958352358607,0.06336803431022292,0.034028596172325475,0.0694353055294572,0.03998756754202863,0.079775481173823,0.043211575393925034,0.07756778746311026,0.030690382371585806,0.06685040568135711,0.026591063239784,0.05675456993635942,0.034287280150472936,0.05794219506677374,0.2902373481470885,0.16092374180038402
